$contributor.employer.matched
                                                   (Intercept)    cycle2020
COUNTY SEAT INC                                                                         -0.1076889
Coupa Software Inc                                                                      -0.1076889
Coupang, Inc.                                                                           -0.1076889
COURIER Corp                                                                            -0.1076889
Coursera, Inc.                                                                          -0.1076889
COURTESY FORD LLC                                                                       -0.1076889
COUSINS PROPERTIES INC                                                                  -0.1076889
COVANCE INC                                                                             -0.1076889
COVANTA ENERGY CORP                                                                     -0.1076889
COVANTA HOLDING CORP                                                                    -0.1076889
COVENANT LOGISTICS GROUP, INC.                                                          -0.1076889
COVENTRY CORP                                                                           -0.1076889
COVENTRY HEALTH CARE INC                                                                -0.1076889
COVETRUS, INC.                                                                          -0.1076889
Covia Holdings Corp                                                                     -0.1076889
Covidien Ltd                                                                            -0.1076889
Covisint Corp                                                                           -0.1076889
COWEN INC.                                                                              -0.1076889
COX RADIO INC                                                                           -0.1076889
Coya Therapeutics, Inc.                                                                 -0.1076889
Coyuchi, Inc.                                                                           -0.1076889
COZZI IRON & METAL INC                                                                  -0.1076889
CP LTD PARTNERSHIP                                                                      -0.1076889
CP&P INC                                                                                -0.1076889
CPAC INC                                                                                -0.1076889
CPG INTERNATIONAL INC.                                                                  -0.1076889
CPG PARTNERS LP                                                                         -0.1076889
CPI AEROSTRUCTURES INC                                                                  -0.1076889
CPI Card Group Inc.                                                                     -0.1076889
CPI CORP                                                                                -0.1076889
CPI INTERNATIONAL, INC.                                                                 -0.1076889
CPM Holdings, Inc.                                                                      -0.1076889
CPT HOLDINGS INC                                                                        -0.1076889
CRA HOLDINGS INC                                                                        -0.1076889
CRA INTERNATIONAL, INC.                                                                 -0.1076889
CRACKER BARREL OLD COUNTRY STORE INC                                                    -0.1076889
CRAFT BREW ALLIANCE, INC.                                                               -0.1076889
CRAFTMADE INTERNATIONAL INC                                                             -0.1076889
CRAIG CORP                                                                              -0.1076889
CRAIN INDUSTRIES INC                                                                    -0.1076889
CRAMER INC                                                                              -0.1076889
Crane Co                                                                                -0.1076889
Crane NXT, Co.                                                                          -0.1076889
CRAWFORD & CO                                                                           -0.1076889
CRAY COMPUTER CORP                                                                      -0.1076889
CRAY INC                                                                                -0.1076889
CRC Health, LLC                                                                         -0.1076889
CRD HOLDINGS INC                                                                        -0.1076889
Creations Inc                                                                           -0.1076889
CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.                                              -0.1076889
CREATIVE REALITIES, INC.                                                                -0.1076889
CREATIVE RESOURCES INC                                                                  -0.1076889
CREATIVE TECHNOLOGIES CORP                                                              -0.1076889
CREATIVE TECHNOLOGY LTD                                                                 -0.1076889
CREDIT ACCEPTANCE CORP                                                                  -0.1076889
CREDIT CONCEPTS INC                                                                     -0.1076889
Credit Suisse (USA) LLC                                                                 -0.1076889
CREDIT SUISSE AG                                                                        -0.1076889
CreditCards.com, Inc.                                                                   -0.1076889
CREDITRISKMONITOR COM INC                                                               -0.1076889
CREIGHTON CORP                                                                          -0.1076889
CREO INC                                                                                -0.1076889
CRESCENT MOON INC                                                                       -0.1076889
Cresco Labs Inc.                                                                        -0.1076889
Crestwood Equity Partners LP                                                            -0.1076889
Crestwood Midstream Partners LP                                                         -0.1076889
Crexendo, Inc.                                                                          -0.1076889
CreXus Investment Corp.                                                                 -0.1076889
CRH AMERICA INC                                                                         -0.1076889
CRH Medical Corp                                                                        -0.1076889
CRICKET COMMUNICATIONS INC                                                              -0.1076889
Cricut, Inc.                                                                            -0.1076889
Crimson Wine Group, Ltd                                                                 -0.1076889
Crinetics Pharmaceuticals, Inc.                                                         -0.1076889
CRITICAL PATH INC                                                                       -0.1076889
Critical Solutions, Inc.                                                                -0.1076889
Crocs, Inc.                                                                             -0.1076889
Cronos Group Inc.                                                                       -0.1076889
CROPKING INC                                                                            -0.1076889
CROSS COUNTRY HEALTHCARE INC                                                            -0.1076889
Cross Match Technologies, Inc.                                                          -0.1076889
CrossAmerica Partners LP                                                                -0.1076889
CROSSCOMM CORP                                                                          -0.1076889
Crossfire Capital Corp.                                                                 -0.1076889
CROSSPOINT VENTURE PARTNERS                                                             -0.1076889
CROSSROADS SYSTEMS INC                                                                  -0.1076889
CROSSWORLDS SOFTWARE INC                                                                -0.1076889
CrowdStrike Holdings, Inc.                                                              -0.1076889
CROWLEY MARITIME CORP                                                                   -0.1076889
CROWN Americas LLC                                                                      -0.1076889
CROWN CASTLE INC.                                                                       -0.1076889
CROWN CORK & SEAL CO INC                                                                -0.1076889
Crown Electrokinetics Corp.                                                             -0.1076889
CROWN ENERGY CORP                                                                       -0.1076889
CROWN HOLDINGS, INC.                                                                    -0.1076889
CROWN MEDIA HOLDINGS INC                                                                -0.1076889
CROWN NORTHCORP INC                                                                     -0.1076889
CRSS INC                                                                                -0.1076889
CRT PROPERTIES INC                                                                      -0.1076889
CRUISE AMERICA INC                                                                      -0.1076889
Cruise, LLC                                                                             -0.1076889
Cryoport, Inc.                                                                          -0.1076889
Crypto Co                                                                               -0.1076889
CRYSLER CORP                                                                            -0.1076889
CRYSTAL MOUNTAIN INC                                                                    -0.1076889
CS Disco, Inc.                                                                          -0.1076889
CSC HOLDINGS LLC                                                                        -0.1076889
CSES, LLC                                                                               -0.1076889
CSG SYSTEMS INTERNATIONAL INC                                                           -0.1076889
CSI Compressco LP                                                                       -0.1076889
CSI HOLDINGS INC                                                                        -0.1076889
CSI TECHNOLOGIES INC                                                                    -0.1076889
CSK AUTO CORP                                                                           -0.1076889
CSMC LLC                                                                                -0.1076889
CSMG TECHNOLOGIES, INC.                                                                 -0.1076889
CSPC Pharmaceutical Group Ltd                                                           -0.1076889
CSR LTD                                                                                 -0.1076889
CSRA Inc.                                                                               -0.1076889
CSS INDUSTRIES INC                                                                      -0.1076889
CST BRANDS, LLC                                                                         -0.1076889
CSW INDUSTRIALS, INC.                                                                   -0.1076889
CSX CORP                                                                                -0.1076889
CSX TRANSPORTATION INC                                                                  -0.1076889
CT Holdings, Inc.                                                                       -0.1076889
CTG RESOURCES INC                                                                       -0.1076889
CTI BIOPHARMA CORP                                                                      -0.1076889
CTS CORP                                                                                -0.1076889
Cub Crafters, Inc.                                                                      -0.1076889
CubeSmart                                                                               -0.1076889
CUBIST PHARMACEUTICALS INC                                                              -0.1076889
Cue Biopharma, Inc.                                                                     -0.1076889
Cue Health Inc.                                                                         -0.1076889
CUISINE SOLUTIONS INC                                                                   -0.1076889
CULBRO CORP                                                                             -0.1076889
CULLEN/FROST BANKERS, INC.                                                              -0.1076889
Cullinan Therapeutics, Inc.                                                             -0.1076889
CULP INC                                                                                -0.1076889
CUMBERLAND CAPITAL CORP                                                                 -0.1076889
CUMBERLAND FARMS INC                                                                    -0.1076889
CUMBERLAND PHARMACEUTICALS INC                                                          -0.1076889
CUMBERLAND RESOURCES LTD                                                                -0.1076889
CUMMINS INC                                                                             -0.1076889
CUMULUS MEDIA INC                                                                       -0.1076889
CUPERTINO ELECTRIC, INC.                                                                -0.1076889
CUR MEDIA, INC.                                                                         -0.1076889
Curbline Properties Corp.                                                               -0.1076889
CuriosityStream Inc.                                                                    -0.1076889
CURIS INC                                                                               -0.1076889
Currenc Group Inc.                                                                      -0.1076889
Current Media, Inc.                                                                     -0.1076889
CURTISS WRIGHT CORP                                                                     -0.1076889
Cushman & Wakefield Ltd.                                                                -0.1076889
Custom Truck One Source, Inc.                                                           -0.1076889
Customers Bancorp, Inc.                                                                 -0.1076889
CUTANEA LIFE SCIENCES INC                                                               -0.1076889
CUTERA INC                                                                              -0.1076889
CUTTER & BUCK INC                                                                       -0.1076889
CV Sciences, Inc.                                                                       -0.1076889
CVB FINANCIAL CORP                                                                      -0.1076889
CVC INC                                                                                 -0.1076889
CVD EQUIPMENT CORP                                                                      -0.1076889
CVENT INC                                                                               -0.1076889
CVEO CORP                                                                               -0.1076889
CVR ENERGY INC                                                                          -0.1076889
CVR PARTNERS, LP                                                                        -0.1076889
CVR Refining, LP                                                                        -0.1076889
CVRx, Inc.                                                                              -0.1076889
CVS HEALTH Corp                                                                         -0.1076889
CYAN INC                                                                                -0.1076889
CYANOTECH CORP                                                                          -0.1076889
CyberArk Software Ltd.                                                                  -0.1076889
CYBERLUX CORP                                                                           -0.1076889
CYBERONICS INC                                                                          -0.1076889
CYBEROPTICS CORP                                                                        -0.1076889
CYBERSOURCE CORP                                                                        -0.1076889
CYBEX INTERNATIONAL INC                                                                 -0.1076889
CYBIN INC.                                                                              -0.1076889
Cyclerion Therapeutics, Inc.                                                            -0.1076889
Cycurion, Inc.                                                                          -0.1076889
CymaBay Therapeutics, Inc.                                                              -0.1076889
CYMER INC                                                                               -0.1076889
CYNERGISTEK, INC                                                                        -0.1076889
CYNET INC                                                                               -0.1076889
Cyngn Inc.                                                                              -0.1076889
CYNOSURE INC                                                                            -0.1076889
CYPRESS COMMUNICATIONS INC                                                              -0.1076889
CYPRESS ENERGY INC                                                                      -0.1076889
CYPRESS INTERNATIONAL INC                                                               -0.1076889
CYREN Ltd.                                                                              -0.1076889
CyrusOne LP                                                                             -0.1076889
CYS Investments, Inc.                                                                   -0.1076889
Cyteir Therapeutics, Inc.                                                               -0.1076889
Cytek Biosciences, Inc.                                                                 -0.1076889
CytoDyn Inc.                                                                            -0.1076889
CYTOGEN CORP                                                                            -0.1076889
CYTOKINETICS INC                                                                        -0.1076889
CytomX Therapeutics, Inc.                                                               -0.1076889
Cytosorbents Corp                                                                       -0.1076889
Cyxtera Technologies, Inc.                                                              -0.1076889
DAEGIS INC.                                                                             -0.1076889
DAI NIPPON PRINTING CO LTD                                                              -0.1076889
Daiichi Sankyo Company, LTD                                                             -0.1076889
DAILY JOURNAL CORP                                                                      -0.1076889
DAILY RACING FORM INC                                                                   -0.1076889
DAIMLER AG                                                                              -0.1076889
DAIMLER CHRYSLER CORP                                                                   -0.1076889
DAIR VENTURES INC                                                                       -0.1076889
DAIRY MART INC                                                                          -0.1076889
DAIS Corp                                                                               -0.1076889
DAKOTA GROWERS PASTA CO                                                                 -0.1076889
DAKOTA TERRITORY RESOURCE CORP                                                          -0.1076889
DALECO RESOURCES CORP                                                                   -0.1076889
DallasNews Corp                                                                         -0.1076889
Damon Inc.                                                                              -0.1076889
DANA Inc                                                                                -0.1076889
DANAHER CORP                                                                            -0.1076889
Dance Biopharm Inc.                                                                     -0.1076889
DANGER INC                                                                              -0.1076889
Danimer Scientific, Inc.                                                                -0.1076889
DANNERS INC                                                                             -0.1076889
DARDEN RESTAURANTS INC                                                                  -0.1076889
Dare Bioscience, Inc.                                                                   -0.1076889
DARLING INGREDIENTS INC.                                                                -0.1076889
DART INDUSTRIES INC                                                                     -0.1076889
DAS Acquisition Inc.                                                                    -0.1076889
DAS Inc                                                                                 -0.1076889
Daseke, Inc.                                                                            -0.1076889
DATA CONVERSION LABORATORY                                                              -0.1076889
Data Device Corp                                                                        -0.1076889
DATA DIMENSIONS INC                                                                     -0.1076889
DATA I/O CORP                                                                           -0.1076889
DATA NATIONAL CORP                                                                      -0.1076889
Data Storage Corp                                                                       -0.1076889
Data443 Risk Mitigation, Inc.                                                           -0.1076889
DATACARD CORP                                                                           -0.1076889
Datadog, Inc.                                                                           -0.1076889
DATAKEY INC                                                                             -0.1076889
DATALINK CORP                                                                           -0.1076889
DATAMETRICS CORP                                                                        -0.1076889
DATAPATH INC                                                                            -0.1076889
DATASIGHT CORP                                                                          -0.1076889
DataStax, Inc.                                                                          -0.1076889
DATATEC SYSTEMS INC                                                                     -0.1076889
DATATRAK INTERNATIONAL INC                                                              -0.1076889
DATAWATCH CORP                                                                          -0.1076889
DATAWORKS CORP                                                                          -0.1076889
DATUM INC                                                                               -0.1076889
DAVCO RESTAURANTS INC                                                                   -0.1076889
DAVE & BUSTERS INC                                                                      -0.1076889
DAVEY TREE EXPERT CO                                                                    -0.1076889
DAVI LUXURY BRAND GROUP, INC.                                                           -0.1076889
DAVIDS BRIDAL INC                                                                       -0.1076889
DAVIDSON & ASSOCIATES INC                                                               -0.1076889
DAVIDsTEA Inc.                                                                          -0.1076889
DAVIS & ASSOCIATES                                                                      -0.1076889
DAVITA INC.                                                                             -0.1076889
DAWSON GEOPHYSICAL CO                                                                   -0.1076889
Day One Biopharmaceuticals, Inc.                                                        -0.1076889
DAY SURGERY INC                                                                         -0.1076889
Dayforce, Inc.                                                                          -0.1076889
DAYTON POWER & LIGHT CO                                                                 -0.1076889
DAYTON SUPERIOR CORP                                                                    -0.1076889
DBS INDUSTRIES INC                                                                      -0.1076889
DCA Asset Management, Inc.                                                              -0.1076889
DCP Holding CO                                                                          -0.1076889
DCP MIDSTREAM, LLC                                                                      -0.1076889
DCT Industrial Trust Inc.                                                               -0.1076889
DDC Enterprise Ltd                                                                      -0.1076889
DDI CORP                                                                                -0.1076889
Dealertrack Technologies, Inc                                                           -0.1076889
DEAN & DELUCA INC                                                                       -0.1076889
DEAN FOODS CO                                                                           -0.1076889
DEAN HOLDING CO                                                                         -0.1076889
DEBARTOLO REALTY CORP                                                                   -0.1076889
Deca Investments, Inc.                                                                  -0.1076889
Decibel Therapeutics, Inc.                                                              -0.1076889
Deciphera Pharmaceuticals, Inc.                                                         -0.1076889
DecisionPoint Systems, Inc.                                                             -0.1076889
DECISIONQUEST INC                                                                       -0.1076889
DECKERS OUTDOOR CORP                                                                    -0.1076889
DECORIZE INC                                                                            -0.1076889
Decoy Therapeutics Inc.                                                                 -0.1076889
DEEP FISSION, INC.                                                                      -0.1076889
Deep Green Waste & Recycling, Inc.                                                      -0.1076889
DEEPTECH INTERNATIONAL INC                                                              -0.1076889
DEER VALLEY CORP                                                                        -0.1076889
DEERE & CO                                                                              -0.1076889
DEERWOOD INC                                                                            -0.1076889
Definitive Healthcare Corp.                                                             -0.1076889
DEI Holdings, Inc.                                                                      -0.1076889
DEL MONTE CORP                                                                          -0.1076889
DEL MONTE FOODS CO                                                                      -0.1076889
DEL WEBB CORP                                                                           -0.1076889
DELAWARE LIFE INSURANCE CO                                                              -0.1076889
DELCATH SYSTEMS, INC.                                                                   -0.1076889
Delek US Energy, Inc.                                                                   -0.1076889
Delek US Holdings, Inc.                                                                 -0.1076889
DELHAIZE AMERICA LLC                                                                    -0.1076889
DELHAIZE GROUP                                                                          -0.1076889
DELL INC                                                                                -0.1076889
Dell Technologies Inc.                                                                  -0.1076889
DELPHI CORP                                                                             -0.1076889
DELPHI FINANCIAL GROUP, INC.                                                            -0.1076889
Delphi Technologies PLC                                                                 -0.1076889
DELTA AIR LINES, INC.                                                                   -0.1076889
DELTA APPAREL, INC                                                                      -0.1076889
DELTA CORP. HOLDINGS Ltd                                                                -0.1076889
DELTA GALIL INDUSTRIES LTD                                                              -0.1076889
DELTA TRANSPORTATION LTD                                                                -0.1076889
DeltaSoft Corp                                                                          -0.1076889
DELTEK, INC                                                                             -0.1076889
DELTIC TIMBER CORP                                                                      -0.1076889
DELTONA CORP                                                                            -0.1076889
Deltron, Inc.                                                                           -0.1076889
DELUXE CORP                                                                             -0.1076889
DemandTec, Inc.                                                                         -0.1076889
Demandware Inc                                                                          -0.1076889
DENALI INC                                                                              -0.1076889
Denali Therapeutics Inc.                                                                -0.1076889
DENBURY INC                                                                             -0.1076889
DENDREON CORP                                                                           -0.1076889
DENNY'S Corp                                                                            -0.1076889
Denso Corp                                                                              -0.1076889
DENTAL CARE ALLIANCE INC                                                                -0.1076889
DENTSPLY INTERNATIONAL INC                                                              -0.1076889
DENTSPLY SIRONA Inc.                                                                    -0.1076889
DEP CORP                                                                                -0.1076889
DEPOTECH CORP                                                                           -0.1076889
DEPUY INC                                                                               -0.1076889
DERMA SCIENCES, INC.                                                                    -0.1076889
DERMAdoctor, Inc.                                                                       -0.1076889
Dermavant Sciences Ltd                                                                  -0.1076889
Dermira, Inc.                                                                           -0.1076889
DermTech, Inc.                                                                          -0.1076889
DESA HOLDINGS CORP                                                                      -0.1076889
DESA INTERNATIONAL INC                                                                  -0.1076889
DESCARTES SYSTEMS GROUP INC                                                             -0.1076889
DESIGN WITHIN REACH INC                                                                 -0.1076889
DESIGNATRONICS INC                                                                      -0.1076889
Designer Brands Inc.                                                                    -0.1076889
Desktop Metal, Inc.                                                                     -0.1076889
DESOTO INC                                                                              -0.1076889
DESRI Inc.                                                                              -0.1076889
Destination Maternity Corp                                                              -0.1076889
DESTINATION XL GROUP, INC.                                                              -0.1076889
DETAILS INC                                                                             -0.1076889
DETAR HOSPITAL LLC                                                                      -0.1076889
DETERMINE, INC.                                                                         -0.1076889
DETREX CORPORATION                                                                      -0.1076889
DETROIT & CANADA TUNNEL CORP                                                            -0.1076889
DETROIT DIESEL CORP                                                                     -0.1076889
DEVELOPMENT PARTNERS                                                                    -0.1076889
Dewmar International BMC, Inc.                                                          -0.1076889
DEX MEDIA INC                                                                           -0.1076889
DEX ONE Corp                                                                            -0.1076889
DEXCOM INC                                                                              -0.1076889
DEXTER CORP                                                                             -0.1076889
DFC GLOBAL CORP.                                                                        -0.1076889
DHI GROUP, INC.                                                                         -0.1076889
Diadexus, Inc.                                                                          -0.1076889
DIAGEO PLC                                                                              -0.1076889
DIAGNOSTIC HEALTH CORPORATION                                                           -0.1076889
DIALOG GROUP INC                                                                        -0.1076889
DIALOG SEMICONDUCTOR PLC                                                                -0.1076889
DIALOGIC CORP                                                                           -0.1076889
DiaMedica Therapeutics Inc.                                                             -0.1076889
DIAMOND BRANDS INC                                                                      -0.1076889
Diamond Foods Inc                                                                       -0.1076889
DIAMOND HILL INVESTMENT GROUP INC                                                       -0.1076889
DIAMOND JO, LLC                                                                         -0.1076889
Diamond Lane, Inc.                                                                      -0.1076889
DIAMOND OFFSHORE DRILLING, INC.                                                         -0.1076889
Diamond Resorts Corp                                                                    -0.1076889
Diamond Resorts International, Inc.                                                     -0.1076889
Diamondback Energy, Inc.                                                                -0.1076889
DiamondRock Hospitality Co                                                              -0.1076889
DIANON SYSTEMS INC                                                                      -0.1076889
DICE INC                                                                                -0.1076889
Dicerna Pharmaceuticals Inc                                                             -0.1076889
DICK'S SPORTING GOODS, INC.                                                             -0.1076889
DICON FIBEROPTICS INC                                                                   -0.1076889
DIEBOLD NIXDORF, Inc                                                                    -0.1076889
DIGI INTERNATIONAL INC                                                                  -0.1076889
Digi Outdoor Media Inc.                                                                 -0.1076889
DIGIMARC CORP                                                                           -0.1076889
Diginex Ltd                                                                             -0.1076889
Digital Brands Group, Inc.                                                              -0.1076889
DIGITAL BROADCAST CORP                                                                  -0.1076889
Digital Direct Corp.                                                                    -0.1076889
DIGITAL DOMAIN                                                                          -0.1076889
DIGITAL FUSION INC                                                                      -0.1076889
DIGITAL INSIGHT CORP                                                                    -0.1076889
DIGITAL LINK CORP                                                                       -0.1076889
Digital Media Solutions, Inc.                                                           -0.1076889
DIGITAL REALTY TRUST, INC.                                                              -0.1076889
Digital Systems, Inc.                                                                   -0.1076889
Digital Turbine, Inc.                                                                   -0.1076889
DIGITAL VIDEO SYSTEMS INC                                                               -0.1076889
DIGITAL YOUTH NETWORK CORP.                                                             -0.1076889
DIGITALGLOBE, INC.                                                                      -0.1076889
DIGITAS INC                                                                             -0.1076889
Diligent Corp                                                                           -0.1076889
DILLARD'S, INC.                                                                         -0.1076889
Dime Community Bank                                                                     -0.1076889
Dimension Therapeutics, Inc.                                                            -0.1076889
Dine Brands Global, Inc.                                                                -0.1076889
Diplomat Pharmacy, Inc.                                                                 -0.1076889
DIRECT GENERAL CORP                                                                     -0.1076889
DIRECTV                                                                                 -0.1076889
DIRECTV GROUP INC                                                                       -0.1076889
DIRECTV HOLDINGS LLC                                                                    -0.1076889
DIRTT ENVIRONMENTAL SOLUTIONS LTD                                                       -0.1076889
Disc Medicine, Inc.                                                                     -0.1076889
DISCOVER BANK                                                                           -0.1076889
Discover Financial Services                                                             -0.1076889
Discovery Communications, LLC                                                           -0.1076889
Discovery Oil & Gas Inc.                                                                -0.1076889
DISCOVERY ZONE INC                                                                      -0.1076889
DISH LTD                                                                                -0.1076889
DISH Network LLC                                                                        -0.1076889
DISNEY ENTERPRISES INC                                                                  -0.1076889
DITA INC                                                                                -0.1076889
DIVERSEY, INC.                                                                          -0.1076889
Diversified Energy Co                                                                   -0.1076889
DIVERSIFIED REALTY INC                                                                  -0.1076889
Diversified Resources Inc.                                                              -0.1076889
Diversified Restaurant Holdings, Inc.                                                   -0.1076889
DIVINE INC                                                                              -0.1076889
DIVX INC                                                                                -0.1076889
DIXIE GROUP INC                                                                         -0.1076889
DIXON TICONDEROGA CO                                                                    -0.1076889
DJO, LLC                                                                                -0.1076889
DLH Holdings Corp.                                                                      -0.1076889
DM INSURANCE LTD                                                                        -0.1076889
DMC Global Inc.                                                                         -0.1076889
DMFI INC                                                                                -0.1076889
DMG Mori                                                                                -0.1076889
DMI INC /CO/                                                                            -0.1076889
DMX INC                                                                                 -0.1076889
DNOW Inc.                                                                               -0.1076889
Do It Again Corp.                                                                       -0.1076889
Docebo Inc.                                                                             -0.1076889
DOCENT INC                                                                              -0.1076889
DocGo Inc.                                                                              -0.1076889
Docola, Inc.                                                                            -0.1076889
Docs, Inc.                                                                              -0.1076889
DOCTORS MEDICAL CENTER LLC                                                              -0.1076889
DOCUSIGN, INC.                                                                          -0.1076889
Dolan Co.                                                                               -0.1076889
Dolby Laboratories, Inc.                                                                -0.1076889
DOLE FOOD CO INC                                                                        -0.1076889
Dole plc                                                                                -0.1076889
DOLLAR EXPRESS INC                                                                      -0.1076889
DOLLAR FINANCIAL GROUP INC                                                              -0.1076889
DOLLAR GENERAL CORP                                                                     -0.1076889
