$contributor.employer.matched
                                                   (Intercept)    cycle2020
CORUS GROUP PLC                                           -0.1448305
CORUS PHARMA INC                                          -0.1448305
CORVEL CORP                                               -0.1448305
Corvex, Inc.                                              -0.1448305
Corvus Pharmaceuticals, Inc.                              -0.1448305
COSI INC                                                  -0.1448305
COSMO COMMUNICATIONS CORP                                 -0.1448305
COST U LESS INC                                           -0.1448305
COSTA INC                                                 -0.1448305
COSTAR GROUP, INC.                                        -0.1448305
COSTCO CO INC                                             -0.1448305
Coterra Energy Inc.                                       -0.1448305
Cotiviti Holdings, Inc.                                   -0.1448305
COTT BEVERAGES INC                                        -0.1448305
COTY INC.                                                 -0.1448305
COTY US INC                                               -0.1448305
Couchbase, Inc.                                           -0.1448305
COUNTERPATH CORP                                          -0.1448305
COUNTRY FAIR INC                                          -0.1448305
COUNTRYWIDE FINANCIAL CORP                                -0.1448305
COUNTY BANK CORP                                          -0.1448305
COUNTY FINANCIAL CORP                                     -0.1448305
COUNTY OF SAN DIEGO                                       -0.1448305
COUNTY SEAT INC                                           -0.1448305
Coupa Software Inc                                        -0.1448305
Coupang, Inc.                                             -0.1448305
COURIER Corp                                              -0.1448305
Coursera, Inc.                                            -0.1448305
COURTESY FORD LLC                                         -0.1448305
COUSINS PROPERTIES INC                                    -0.1448305
COVANCE INC                                               -0.1448305
COVANTA ENERGY CORP                                       -0.1448305
COVANTA HOLDING CORP                                      -0.1448305
COVENANT LOGISTICS GROUP, INC.                            -0.1448305
COVENTRY CORP                                             -0.1448305
