$contributor.employer.matched
                                                   (Intercept)  cycle2020
bioAffinity Technologies, Inc.                                            0.02215491
BioAge Labs, Inc.                                                         0.02215491
BioAtla, Inc.                                                             0.02215491
BioCardia, Inc.                                                           0.02215491
BIOCEPT INC                                                               0.02215491
BIOCLINICA INC                                                            0.02215491
BIOCRYST PHARMACEUTICALS INC                                              0.02215491
BIODESIX INC                                                              0.02215491
BIODIESEL INDUSTRIES INC                                                  0.02215491
Biofrontera Inc.                                                          0.02215491
BIOGEN INC.                                                               0.02215491
Biohaven Ltd.                                                             0.02215491
BioHorizons, Inc.                                                         0.02215491
BIOLASE, INC                                                              0.02215491
BIOLIFE SOLUTIONS INC                                                     0.02215491
Biolog, Inc                                                               0.02215491
BIOMARIN PHARMACEUTICAL INC                                               0.02215491
BIOMATRIX INC                                                             0.02215491
Biomea Fusion, Inc.                                                       0.02215491
BioMed Realty Trust Inc                                                   0.02215491
BIOMERICA INC                                                             0.02215491
BIOMET INC                                                                0.02215491
Bionano Genomics, Inc.                                                    0.02215491
BIOQUAL INC                                                               0.02215491
BIOQUEST CORP.                                                            0.02215491
BIORA THERAPEUTICS, INC.                                                  0.02215491
BIORELIANCE CORP                                                          0.02215491
BIOSAFE SYSTEMS INC                                                       0.02215491
BIOSONICS INC                                                             0.02215491
BIOSPECIFICS TECHNOLOGIES CORP                                            0.02215491
BioStem Technologies, Inc.                                                0.02215491
biote Corp.                                                               0.02215491
BIOTEL INC.                                                               0.02215491
BIOTELEMETRY, INC.                                                        0.02215491
Biotie Therapies Corp.                                                    0.02215491
BIOVENTRIX, INC.                                                          0.02215491
Bioventus Inc.                                                            0.02215491
Bioverativ Inc.                                                           0.02215491
BIOVIE INC.                                                               0.02215491
BioXcel LLC                                                               0.02215491
BioXcel Therapeutics, Inc.                                                0.02215491
BIRD CORP                                                                 0.02215491
BIRDS EYE FOODS INC                                                       0.02215491
Bit Digital, Inc                                                          0.02215491
BITECH PHARMA, INC.                                                       0.02215491
Bitstream Inc.                                                            0.02215491
BIW LTD                                                                   0.02215491
BJ SERVICES CO LLC                                                        0.02215491
BJs RESTAURANTS INC                                                       0.02215491
BJS WHOLESALE CLUB INC                                                    0.02215491
BK ENTERTAINMENT INC                                                      0.02215491
BK Technologies Corp                                                      0.02215491
BKV Corp                                                                  0.02215491
BLACK & DECKER CORP                                                       0.02215491
BLACK BOX CORP                                                            0.02215491
Black Diamond Therapeutics, Inc.                                          0.02215491
Black Knight, Inc.                                                        0.02215491
Black Rock Coffee Bar, Inc.                                               0.02215491
BLACKBAUD INC                                                             0.02215491
BLACKBERRY Ltd                                                            0.02215491
BLACKBOARD INC                                                            0.02215491
BLACKLINE, INC.                                                           0.02215491
BlackRock, Inc.                                                           0.02215491
Blackstone Inc.                                                           0.02215491
Blackwater Midstream Corp.                                                0.02215491
BLAIR CORP                                                                0.02215491
Blaize, Inc.                                                              0.02215491
BLC FINANCIAL SERVICES INC                                                0.02215491
Blend Labs, Inc.                                                          0.02215491
Blink Charging Co.                                                        0.02215491
Blink Technologies, Inc.                                                  0.02215491
BLOCK COMMUNICATIONS INC                                                  0.02215491
Block, Inc.                                                               0.02215491
BLOCKBUSTER INC                                                           0.02215491
Blockchain of Things, Inc.                                                0.02215491
Blockchain Solutions, Inc.                                                0.02215491
BlockFi Inc.                                                              0.02215491
Blockstack Inc.                                                           0.02215491
Bloom Energy Corp                                                         0.02215491
Bloomin' Brands, Inc.                                                     0.02215491
BLOUNT INC                                                                0.02215491
BLOUNT INTERNATIONAL INC                                                  0.02215491
Blox, Inc.                                                                0.02215491
Blue Apron Holdings, Inc.                                                 0.02215491
BLUE BIRD BODY CO                                                         0.02215491
BLUE BIRD CORP                                                            0.02215491
BLUE BRIDGE CAPITAL, INC.                                                 0.02215491
BLUE COAT SYSTEMS INC                                                     0.02215491
Blue Coat, Inc.                                                           0.02215491
Blue Earth, Inc.                                                          0.02215491
Blue Gold Ltd                                                             0.02215491
Blue Line Protection Group, Inc.                                          0.02215491
Blue Marble Energy Corp                                                   0.02215491
BLUE NILE INC                                                             0.02215491
BLUE OWL CAPITAL INC.                                                     0.02215491
BLUE RHINO CORP                                                           0.02215491
BLUE RIDGE BANKSHARES, INC.                                               0.02215491
BLUE RIDGE REAL ESTATE CO                                                 0.02215491
Blue State Corp.                                                          0.02215491
BLUE THUNDER CORP                                                         0.02215491
bluebird bio, Inc.                                                        0.02215491
BLUEDATA Corp                                                             0.02215491
BLUEFLY INC                                                               0.02215491
BLUEGATE CORP                                                             0.02215491
BLUEGREEN VACATIONS CORP                                                  0.02215491
BLUEHIVE INC.                                                             0.02215491
Blueprint Medicines Corp                                                  0.02215491
BLUESCOPE STEEL LTD                                                       0.02215491
Bluestem Brands, Inc.                                                     0.02215491
BLYTH INC                                                                 0.02215491
BM Technologies, Inc.                                                     0.02215491
BMC Capital, Inc.                                                         0.02215491
BMC HOLDINGS INC                                                          0.02215491
BMC SOFTWARE INC                                                          0.02215491
BMC WEST CORP                                                             0.02215491
BNCCORP INC                                                               0.02215491
Bnet Media Group, Inc.                                                    0.02215491
BNP PARIBAS                                                               0.02215491
BNSF RAILWAY CO                                                           0.02215491
BNY MELLON N.A.                                                           0.02215491
Boardwalk Pipeline Partners, LP                                           0.02215491
BOARDWALK PIPELINES LP                                                    0.02215491
BOB EVANS FARMS INC                                                       0.02215491
BOB HOWARD NISSAN INC                                                     0.02215491
BOC GROUP PLC                                                             0.02215491
BOCA RESORTS INC                                                          0.02215491
BODY CENTRAL CORP                                                         0.02215491
Bodycote PLC                                                              0.02215491
BOEING CAPITAL CORP                                                       0.02215491
BOEING CO                                                                 0.02215491
BOINGO WIRELESS, INC.                                                     0.02215491
BOISE CASCADE Co                                                          0.02215491
BOISE INC.                                                                0.02215491
Bojangles', Inc.                                                          0.02215491
BOK FINANCIAL CORP                                                        0.02215491
BOLLE INC                                                                 0.02215491
Bolt Biotherapeutics, Inc.                                                0.02215491
BOLT INC                                                                  0.02215491
BOMARKO INC                                                               0.02215491
Bombardier Recreational Products Inc.                                     0.02215491
Bombas LLC                                                                0.02215491
BON TON STORES INC                                                        0.02215491
BONK, INC.                                                                0.02215491
Booking Holdings Inc.                                                     0.02215491
BOOKS A MILLION INC                                                       0.02215491
BookSniffer Inc                                                           0.02215491
Boomers, Inc.                                                             0.02215491
BOOMTOWN LLC                                                              0.02215491
Boot Barn Holdings, Inc.                                                  0.02215491
Border Management, Inc.                                                   0.02215491
Borderfree, Inc.                                                          0.02215491
BORGWARNER INC                                                            0.02215491
BOROUGH CORP                                                              0.02215491
BOSS HOLDINGS INC                                                         0.02215491
BOSTON BEER CO INC                                                        0.02215491
BOSTON CO INC                                                             0.02215491
BOSTON GAS CO                                                             0.02215491
BOSTON OMAHA Corp                                                         0.02215491
BOSTON PRIVATE FINANCIAL HOLDINGS INC                                     0.02215491
BOSTON SCIENTIFIC CORP                                                    0.02215491
BOSTON TECHNOLOGY INC                                                     0.02215491
BOTTLING GROUP LLC                                                        0.02215491
BOTTOMLINE TECHNOLOGIES INC                                               0.02215491
BOULDER BRANDS, INC.                                                      0.02215491
Boundless Bio, Inc.                                                       0.02215491
BOUNDLESS CORP                                                            0.02215491
Bounty Minerals, Inc.                                                     0.02215491
BOWFLEX INC.                                                              0.02215491
Bowie Resource Partners LP                                                0.02215491
BOWL AMERICA INC                                                          0.02215491
Bowman Consulting Group Ltd.                                              0.02215491
bowmo, Inc.                                                               0.02215491
BOWNE & CO INC                                                            0.02215491
BOX INC                                                                   0.02215491
Boxed, Inc.                                                               0.02215491
Boxlight Corp                                                             0.02215491
Boxx Corp                                                                 0.02215491
BOYD BROS TRANSPORTATION INC                                              0.02215491
BOYD GAMING CORP                                                          0.02215491
Boyd Group Services Inc.                                                  0.02215491
BP AMERICA INC                                                            0.02215491
BP AMOCO CO                                                               0.02215491
BP CORP NORTH AMERICA INC                                                 0.02215491
BP INTERNATIONAL INC                                                      0.02215491
BP PLC                                                                    0.02215491
BPO Management Services, Inc.                                             0.02215491
BRADLEY REAL ESTATE INC                                                   0.02215491
BRADY CORP                                                                0.02215491
Braeburn Pharmaceuticals, Inc.                                            0.02215491
Braiin Ltd                                                                0.02215491
BRAINSTORM CELL THERAPEUTICS INC.                                         0.02215491
Brainsway Ltd.                                                            0.02215491
Brand Energy, Inc.                                                        0.02215491
Brand Engagement Network Inc.                                             0.02215491
BRAND SERVICES                                                            0.02215491
Branded Media CORP                                                        0.02215491
BRANDMAKERS INC                                                           0.02215491
BRANDON SYSTEMS CORP                                                      0.02215491
BRANDYWINE REALTY TRUST                                                   0.02215491
Braze, Inc.                                                               0.02215491
BRC HOLDINGS INC                                                          0.02215491
BRC Inc.                                                                  0.02215491
BREAD FINANCIAL HOLDINGS, INC.                                            0.02215491
BREEZE-EASTERN LLC                                                        0.02215491
Breitburn Energy Partners LP                                              0.02215491
Breitling Energy Corp                                                     0.02215491
BREK ENERGY CORP                                                          0.02215491
BREMER FINANCIAL CORP                                                     0.02215491
BRENCO INC                                                                0.02215491
BREWDOG USA INC.                                                          0.02215491
BRICKMAN GROUP LTD                                                        0.02215491
BRIDAL EXPOS INC                                                          0.02215491
BRIDGE IT CORP                                                            0.02215491
BRIDGE TECHNOLOGY INC                                                     0.02215491
BridgeBio Pharma, Inc.                                                    0.02215491
Bridgeline Digital, Inc.                                                  0.02215491
Bridgetown Holdings Ltd                                                   0.02215491
BRIDGFORD FOODS CORP                                                      0.02215491
BRIGGS & STRATTON CORP                                                    0.02215491
BRIGHAM EXPLORATION CO                                                    0.02215491
BRIGHT HORIZONS FAMILY SOLUTIONS LLC                                      0.02215491
BRIGHT HORIZONS INC                                                       0.02215491
Bright Mountain Media, Inc.                                               0.02215491
BRIGHTCOVE INC                                                            0.02215491
Brighthouse Financial, Inc.                                               0.02215491
BRIGHTPOINT INC                                                           0.02215491
BrightSource Energy Inc                                                   0.02215491
BrightSphere Investment Group plc                                         0.02215491
BrightSpring Health Services, Inc.                                        0.02215491
Brightstar Corp.                                                          0.02215491
Brightways Corp                                                           0.02215491
BRILL MEDIA CO LLC                                                        0.02215491
BRILLIANT DIGITAL ENTERTAINMENT INC                                       0.02215491
BRINKER INTERNATIONAL, INC                                                0.02215491
BRINKS CO                                                                 0.02215491
BRISTOL HOTEL CO                                                          0.02215491
BRISTOL MYERS SQUIBB CO                                                   0.02215491
Bristow Group Inc                                                         0.02215491
BRITISH AIRWAYS PLC                                                       0.02215491
BRITISH LAND CO PLC                                                       0.02215491
BRITT RICE ELECTRIC INC                                                   0.02215491
Brixmor Property Group Inc.                                               0.02215491
BRL ENTERPRISES INC                                                       0.02215491
Broad Street Realty, Inc.                                                 0.02215491
BROADBANDNOW INC                                                          0.02215491
BROADCASTER INC                                                           0.02215491
BROADCOM CORP                                                             0.02215491
Broadmark Realty Capital Inc.                                             0.02215491
BROADRIDGE FINANCIAL SOLUTIONS, INC.                                      0.02215491
BROADSOFT, INC.                                                           0.02215491
Broadstone Net Lease, Inc.                                                0.02215491
BROADVISION INC                                                           0.02215491
BROADWIND, INC.                                                           0.02215491
BROADWING CORP                                                            0.02215491
BROCADE COMMUNICATIONS SYSTEMS INC                                        0.02215491
Broder Bros., Co.                                                         0.02215491
BROKERAGE SERVICES INC                                                    0.02215491
Brookdale Senior Living Inc.                                              0.02215491
BROOKE CORP                                                               0.02215491
Brookfield Asset Management Ltd.                                          0.02215491
BROOKFIELD HOMES CORP                                                     0.02215491
Brookfield Office Properties Inc                                          0.02215491
Brookfield Renewable Corp                                                 0.02215491
Brookfield Residential Properties Inc.                                    0.02215491
BROOKLINE BANCORP INC                                                     0.02215491
brookmeade corp.                                                          0.02215491
BROOKSTONE INC                                                            0.02215491
BROUGHTON FOODS CO                                                        0.02215491
BROWN & BROWN, INC.                                                       0.02215491
BROWN FORMAN CORP                                                         0.02215491
BROWN JORDAN INTERNATIONAL INC                                            0.02215491
BROWNE BOTTLING CO                                                        0.02215491
BRP Inc.                                                                  0.02215491
BRT Apartments Corp.                                                      0.02215491
Bruce Aerospace, Inc.                                                     0.02215491
BRUKER AXS INC                                                            0.02215491
Bruker Cellular Analysis, Inc.                                            0.02215491
BRUKER CORP                                                               0.02215491
BruMate, Inc.                                                             0.02215491
BRUNOS INC                                                                0.02215491
BRUNSWICK CORP                                                            0.02215491
BRYANT ELECTRIC CO INC                                                    0.02215491
BRYN MAWR BANK CORP                                                       0.02215491
BSL INC                                                                   0.02215491
BSM International, Inc.                                                   0.02215491
BSTR Holdings, Inc.                                                       0.02215491
BT ENERGY Corp                                                            0.02215491
BT GROUP PLC                                                              0.02215491
BTCS Inc.                                                                 0.02215491
BTECH Corp                                                                0.02215491
BTG PLC                                                                   0.02215491
BTN INC                                                                   0.02215491
BTU INTERNATIONAL INC                                                     0.02215491
BUCKHEAD AMERICA CORP                                                     0.02215491
BUCKLE INC                                                                0.02215491
BUCS FINANCIAL CORP                                                       0.02215491
BUCYRUS INTERNATIONAL INC                                                 0.02215491
BUDGET GROUP INC                                                          0.02215491
BUFFALO WILD WINGS INC                                                    0.02215491
BUILD-A-BEAR WORKSHOP INC                                                 0.02215491
Builders FirstSource, Inc.                                                0.02215491
BULL RUN CORP                                                             0.02215491
Bullish                                                                   0.02215491
BULOVA CORP                                                               0.02215491
Bumble Bee Foods, LLC                                                     0.02215491
Bumble Inc.                                                               0.02215491
BUNCOMBE INC                                                              0.02215491
Bunge Global SA                                                           0.02215491
BUNZL PLC                                                                 0.02215491
BUREAU OF NATIONAL AFFAIRS INC                                            0.02215491
Burford Capital Ltd                                                       0.02215491
Burger King Worldwide, Inc.                                               0.02215491
BurgerFi International, Inc.                                              0.02215491
BURLINGTON NORTHERN SANTA FE, LLC                                         0.02215491
Burlington Stores, Inc.                                                   0.02215491
BUSH INDUSTRIES INC                                                       0.02215491
Business Development Solutions, Inc.                                      0.02215491
BUSINESS RESOURCE GROUP                                                   0.02215491
Business Warrior Corp                                                     0.02215491
BUTLER MANUFACTURING CO                                                   0.02215491
BUTLER NATIONAL CORP                                                      0.02215491
Butterfly Network, Inc.                                                   0.02215491
BUTTS INC                                                                 0.02215491
BuzzFeed, Inc.                                                            0.02215491
BWAY CORP                                                                 0.02215491
BWAY Holding CO                                                           0.02215491
BWX Technologies, Inc.                                                    0.02215491
BXP, Inc.                                                                 0.02215491
C. H. ROBINSON WORLDWIDE, INC.                                            0.02215491
C&C GROUP PLC                                                             0.02215491
C&D PRODUCTION INC                                                        0.02215491
C&D TECHNOLOGIES INC                                                      0.02215491
C&E HOLDINGS INC                                                          0.02215491
C1 Financial, Inc.                                                        0.02215491
C21 Investments Inc.                                                      0.02215491
C3.ai, Inc.                                                               0.02215491
C4 Therapeutics, Inc.                                                     0.02215491
CA, INC.                                                                  0.02215491
Caary Capital Ltd.                                                        0.02215491
Cabaletta Bio, Inc.                                                       0.02215491
CABELAS INC                                                               0.02215491
Cable One, Inc.                                                           0.02215491
CABOT CORP                                                                0.02215491
CACHE INC                                                                 0.02215491
Cactus, Inc.                                                              0.02215491
CADE INDUSTRIES INC                                                       0.02215491
CADENCE DESIGN SYSTEMS INC                                                0.02215491
CADENCE FINANCIAL CORP                                                    0.02215491
CADIZ INC                                                                 0.02215491
CADUS CORP                                                                0.02215491
CAE INC                                                                   0.02215491
CAESARS ENTERTAINMENT INC                                                 0.02215491
Caesarstone Ltd.                                                          0.02215491
CAFE LA FRANCE INC                                                        0.02215491
CAFEPRESS INC.                                                            0.02215491
CAGLES INC                                                                0.02215491
CAHILL GORDON & REINDEL LLP                                               0.02215491
CAI International, Inc.                                                   0.02215491
CAIRE INC                                                                 0.02215491
CAL INTERNATIONAL LTD                                                     0.02215491
CAL-MAINE FOODS INC                                                       0.02215491
CALA CORP                                                                 0.02215491
CalAmp Corp.                                                              0.02215491
CalAtlantic Group, LLC                                                    0.02215491
CALAVO GROWERS INC                                                        0.02215491
CALDERA CORP\\                                                            0.02215491
CALENERGY CO INC                                                          0.02215491
CALENERGY OPERATING CORP                                                  0.02215491
CALERES INC                                                               0.02215491
CALGON CARBON Corp                                                        0.02215491
Caliber Home Loans, Inc.                                                  0.02215491
CALIBER SYSTEM INC                                                        0.02215491
Caliburn International Corp                                               0.02215491
Calidi Biotherapeutics, Inc.                                              0.02215491
CALIFORNIA HOTEL & CASINO                                                 0.02215491
CALIFORNIA PIZZA KITCHEN, INC.                                            0.02215491
California Resources Corp                                                 0.02215491
CALIFORNIA STEEL INDUSTRIES INC                                           0.02215491
CALIFORNIA WATER SERVICE CO                                               0.02215491
Calithera Biosciences, Inc.                                               0.02215491
CALIX, INC                                                                0.02215491
CALL TELL CORP                                                            0.02215491
Callahan Capital Properties, Inc.                                         0.02215491
Callaway Golf Co                                                          0.02215491
Callidus Corp                                                             0.02215491
CALLIDUS SOFTWARE INC                                                     0.02215491
Callon Petroleum Co                                                       0.02215491
CALLOWAYS NURSERY INC                                                     0.02215491
CALMAR INC                                                                0.02215491
CALMAT CO                                                                 0.02215491
CALPINE CORP                                                              0.02215491
CALTON INC                                                                0.02215491
Calumet Specialty Products Partners, L.P.                                 0.02215491
CAMBER ENERGY, INC.                                                       0.02215491
CAMBIUM LEARNING GROUP, INC.                                              0.02215491
Cambium Networks Corp                                                     0.02215491
CAMBREX CORP                                                              0.02215491
CAMBRIDGE BANCORP                                                         0.02215491
CAMBRIDGE HOLDINGS LTD                                                    0.02215491
CAMDEN NATIONAL CORP                                                      0.02215491
CAMDEN PROPERTY TRUST                                                     0.02215491
CAMECO CORP                                                               0.02215491
CAMERON ASHLEY BUILDING PRODUCTS INC                                      0.02215491
CAMERON INTERNATIONAL CORP                                                0.02215491
Camp4 Therapeutics Corp                                                   0.02215491
CAMPFIRE INC                                                              0.02215491
Camping World Holdings, Inc.                                              0.02215491
CAMPING WORLD INC                                                         0.02215491
Canaan Inc.                                                               0.02215491
CANADA                                                                    0.02215491
CANADIAN IMPERIAL BANK OF COMMERCE /FI                                    0.02215491
CANADIAN NATIONAL RAILWAY CO                                              0.02215491
Canadian Solar Inc.                                                       0.02215491
CANAL CAPITAL CORP                                                        0.02215491
CANAL Corp                                                                0.02215491
CANANDAIGUA LTD                                                           0.02215491
Cancer Prevention Pharmaceuticals, Inc.                                   0.02215491
Candel Therapeutics, Inc.                                                 0.02215491
Candela Medical, Inc.                                                     0.02215491
CANNA Corp                                                                0.02215491
Cannagistics Inc.                                                         0.02215491
CANNONDALE CORP /                                                         0.02215491
Cano Health, Inc.                                                         0.02215491
CANON INC                                                                 0.02215491
Canoo Inc.                                                                0.02215491
Canopy Growth Corp                                                        0.02215491
Canso Enterprises Ltd.                                                    0.02215491
CANTALOUPE, INC.                                                          0.02215491
CANTEL MEDICAL LLC                                                        0.02215491
CANTERBURY PARK HOLDING CORP                                              0.02215491
CANTEX PHARMACEUTICALS, INC.                                              0.02215491
CANTON FINANCIAL SERVICES CORP                                            0.02215491
CANTOR FITZGERALD & CO                                                    0.02215491
CAP GEMINI SA                                                             0.02215491
CAPCO ENERGY INC                                                          0.02215491
CAPELLA EDUCATION CO                                                      0.02215491
Capella Healthcare, Inc.                                                  0.02215491
CAPITA CORP                                                               0.02215491
CAPITAL & SERVICES INC                                                    0.02215491
CAPITAL ASSOCIATES INC                                                    0.02215491
Capital Automotive LLC                                                    0.02215491
CAPITAL BANK CORP                                                         0.02215491
CAPITAL BEVERAGE CORP                                                     0.02215491
CAPITAL CITY BANK GROUP INC                                               0.02215491
CAPITAL DIRECTIONS INC                                                    0.02215491
CAPITAL HOLDINGS INC                                                      0.02215491
CAPITAL INDUSTRIES INC                                                    0.02215491
CAPITAL ONE BANK                                                          0.02215491
CAPITAL ONE FINANCIAL CORP                                                0.02215491
CAPITAL PACIFIC HOLDINGS INC                                              0.02215491
CAPITAL REALTY INVESTORS LTD                                              0.02215491
CAPITAL RESOURCE GROUP LLC                                                0.02215491
CAPITAL TRUST                                                             0.02215491
CAPITALSOURCE INC                                                         0.02215491
CAPMAC HOLDINGS INC                                                       0.02215491
CAPRI CORP                                                                0.02215491
Capri Holdings Ltd                                                        0.02215491
CAPRICOR THERAPEUTICS, INC.                                               0.02215491
CAPROCK COMMUNICATIONS CORP                                               0.02215491
CAPROCK CORP                                                              0.02215491
CapsoVision, Inc                                                          0.02215491
CAPSTEAD MORTGAGE CORP                                                    0.02215491
CAPSTONE CAPITAL CORP                                                     0.02215491
CAPSTONE COMPANIES, INC.                                                  0.02215491
CAPSTRA CAPITAL CORP                                                      0.02215491
Car Tech, LLC                                                             0.02215491
CARBIZ INC                                                                0.02215491
CARBO CERAMICS INC                                                        0.02215491
Carbon Black, Inc.                                                        0.02215491
Carbon Streaming Corp                                                     0.02215491
Carbonite Inc                                                             0.02215491
CARC INC                                                                  0.02215491
CARDAX, INC.                                                              0.02215491
CardConnect Corp.                                                         0.02215491
CARDIA, INC.                                                              0.02215491
CARDIAC SCIENCE INC                                                       0.02215491
Cardiff Oncology, Inc.                                                    0.02215491
CARDINAL COMMUNICATIONS, INC                                              0.02215491
CARDINAL FINANCIAL CORP                                                   0.02215491
CARDINAL HEALTH INC                                                       0.02215491
CARDINAL RESOURCES, INC.                                                  0.02215491
CARDIODX INC                                                              0.02215491
CardioNet, Inc.                                                           0.02215491
CARDIOPULMONARY CORP                                                      0.02215491
Cardiovascular Systems Inc                                                0.02215491
Cardiva Medical, Inc.                                                     0.02215491
Cardlytics, Inc.                                                          0.02215491
Cardtronics plc                                                           0.02215491
Cardtronics USA, Inc.                                                     0.02215491
CARE FIRST INC                                                            0.02215491
Care.com Inc                                                              0.02215491
CAREADVANTAGE INC                                                         0.02215491
CARECENTRIC INC                                                           0.02215491
CareCloud, Inc.                                                           0.02215491
CareDx, Inc.                                                              0.02215491
CAREER HORIZONS INC                                                       0.02215491
CAREERBUILDER INC                                                         0.02215491
CAREFUSION Corp                                                           0.02215491
CARELINE INC                                                              0.02215491
CAREMARK INTERNATIONAL INC                                                0.02215491
CareMax, Inc.                                                             0.02215491
CARENETWORK INC                                                           0.02215491
CareTrust REIT, Inc.                                                      0.02215491
CareView Communications Inc                                               0.02215491
CAREY INTERNATIONAL INC                                                   0.02215491
CARGO Therapeutics, Inc.                                                  0.02215491
CarGurus, Inc.                                                            0.02215491
Caribou Biosciences, Inc.                                                 0.02215491
Caribou Coffee Company, Inc.                                              0.02215491
Cariloha, Inc.                                                            0.02215491
Caris Life Sciences, Inc.                                                 0.02215491
Carisma Therapeutics Inc.                                                 0.02215491
CARL KARCHER ENTERPRISES INC                                              0.02215491
CARLETON CORP                                                             0.02215491
CARLISLE COMPANIES INC                                                    0.02215491
CarLotz, Inc.                                                             0.02215491
CARLSBAD MEDICAL CENTER LLC                                               0.02215491
CARLSMED, INC.                                                            0.02215491
Carlyle Group Inc.                                                        0.02215491
CARMAX INC                                                                0.02215491
CARMIKE CINEMAS INC                                                       0.02215491
Carmot Therapeutics Inc.                                                  0.02215491
Carnival Corp Ltd.                                                        0.02215491
CAROLINA NATIONAL CORP                                                    0.02215491
CarParts.com, Inc.                                                        0.02215491
CARPENTER TECHNOLOGY CORP                                                 0.02215491
CARRAMERICA REALTY CORP                                                   0.02215491
CARRIAGE SERVICES INC                                                     0.02215491
CARRIER GLOBAL Corp                                                       0.02215491
CARRIZO OIL & GAS INC                                                     0.02215491
