$contributor.employer.matched
                                                   (Intercept)  cycle2020
FIRST CHOICE HEALTH NETWORK INC                                                     -0.1739648
FIRST CITY BANK                                                                     -0.1739648
FIRST COASTAL CORP                                                                  -0.1739648
FIRST COLONY CORP                                                                   -0.1739648
FIRST COMMERCE CORP                                                                 -0.1739648
FIRST COMMONWEALTH CORP                                                             -0.1739648
FIRST DATA CORP                                                                     -0.1739648
FIRST EVERGREEN CORP                                                                -0.1739648
FIRST FARMERS & MERCHANTS CORP                                                      -0.1739648
FIRST FINANCIAL BANCORP INC                                                         -0.1739648
FIRST FINANCIAL BANKSHARES INC                                                      -0.1739648
FIRST FINANCIAL SERVICE CORP                                                        -0.1739648
First Foundation Inc.                                                               -0.1739648
FIRST HORIZON CORP                                                                  -0.1739648
FIRST INDUSTRIAL LP                                                                 -0.1739648
FIRST INDUSTRIAL REALTY TRUST INC                                                   -0.1739648
FIRST INTERSTATE BANCSYSTEM INC                                                     -0.1739648
FIRST KEYSTONE CORP                                                                 -0.1739648
FIRST LIBERTY BANK CORP                                                             -0.1739648
FIRST LOOK MEDIA INC                                                                -0.1739648
FIRST MARBLEHEAD CORP                                                               -0.1739648
FIRST MERCHANTS CORP                                                                -0.1739648
FIRST MIDWEST BANCORP INC                                                           -0.1739648
FIRST NATIONAL BANK CORP                                                            -0.1739648
FIRST NATIONAL OF NEBRASKA INC                                                      -0.1739648
FIRST NIAGARA FINANCIAL GROUP INC                                                   -0.1739648
First Northwest Bancorp                                                             -0.1739648
First Person Ltd.                                                                   -0.1739648
First Physicians Capital Group, Inc.                                                -0.1739648
FIRST POTOMAC REALTY TRUST                                                          -0.1739648
FIRST PRIORITY FINANCIAL CORP.                                                      -0.1739648
FIRST RATE STAFFING Corp                                                            -0.1739648
FIRST REPUBLIC BANCORP INC                                                          -0.1739648
FIRST REPUBLIC CORP OF AMERICA                                                      -0.1739648
FIRST SOLAR, INC.                                                                   -0.1739648
FIRST STATE FINANCIAL CORP                                                          -0.1739648
FIRST TEAM SPORTS INC                                                               -0.1739648
FIRST TRUST FINANCIAL CORP                                                          -0.1739648
FIRST VIRGINIA BANKS INC                                                            -0.1739648
First Western Financial Inc                                                         -0.1739648
FIRSTBANK CORP                                                                      -0.1739648
FirstCash Holdings, Inc.                                                            -0.1739648
FIRSTCITY FINANCIAL CORP                                                            -0.1739648
FIRSTCOM CORP                                                                       -0.1739648
FIRSTENERGY CORP                                                                    -0.1739648
FirstEnergy Solutions Corp.                                                         -0.1739648
FirstService Corp                                                                   -0.1739648
FISERV INC                                                                          -0.1739648
FISHER & PAYKEL HEALTHCARE CORP LTD                                                 -0.1739648
FISHER COMMUNICATIONS INC                                                           -0.1739648
Fisher Wallace Laboratories, Inc.                                                   -0.1739648
FITBIT, INC.                                                                        -0.1739648
FITLIFE BRANDS, INC.                                                                -0.1739648
FITNESS HOLDINGS INC                                                                -0.1739648
FITZGERALDS INC                                                                     -0.1739648
FIVE BELOW, INC                                                                     -0.1739648
FIVE NINES LTD                                                                      -0.1739648
Five Point Holdings, LLC                                                            -0.1739648
FIVE PRIME THERAPEUTICS, INC.                                                       -0.1739648
FIVE STAR PRODUCTS INC                                                              -0.1739648
Five9, Inc.                                                                         -0.1739648
FLAG LTD                                                                            -0.1739648
Flagship Credit Corp.                                                               -0.1739648
FLAGSTAR BANCORP INC                                                                -0.1739648
FLAGSTAR CORP                                                                       -0.1739648
FLAIR CORP                                                                          -0.1739648
FLAMEMASTER CORP                                                                    -0.1739648
FLANDERS CORP                                                                       -0.1739648
FLEETPRIDE INC                                                                      -0.1739648
FLEX LTD.                                                                           -0.1739648
Flexion Therapeutics Inc                                                            -0.1739648
FlexShopper, Inc.                                                                   -0.1739648
FLEXSTEEL INDUSTRIES INC                                                            -0.1739648
FLIGHTSAFETY INTERNATIONAL INC                                                      -0.1739648
FLO Corp                                                                            -0.1739648
Floor & Decor Holdings, Inc.                                                        -0.1739648
FLOORING AMERICA INC                                                                -0.1739648
FLORIDA EAST COAST INDUSTRIES INC                                                   -0.1739648
Florida East Coast Railway Corp.                                                    -0.1739648
FLORIDA LOGOS, LLC                                                                  -0.1739648
FLORIDA POWER & LIGHT CO                                                            -0.1739648
FLORIDA PUBLIC UTILITIES CO                                                         -0.1739648
FLORIDA ROCK INDUSTRIES INC                                                         -0.1739648
FLORISTS TRANSWORLD DELIVERY INC                                                    -0.1739648
FLOW INTERNATIONAL CORP                                                             -0.1739648
FLOWERS FOODS INC                                                                   -0.1739648
FLOWSERVE CORP                                                                      -0.1739648
Fluence Energy, Inc.                                                                -0.1739648
Fluent, Inc.                                                                        -0.1739648
FLUKE CORP                                                                          -0.1739648
FLUOR CORP                                                                          -0.1739648
Flutter Entertainment plc                                                           -0.1739648
FLYEXCLUSIVE INC.                                                                   -0.1739648
Flywire Corp                                                                        -0.1739648
FM SERVICES CORP                                                                    -0.1739648
FMC CORP                                                                            -0.1739648
FMC TECHNOLOGIES INC                                                                -0.1739648
FMS WERTMANAGEMENT                                                                  -0.1739648
FNB CORP/PA/                                                                        -0.1739648
Foamix Pharmaceuticals Ltd.                                                         -0.1739648
FOCAL INC                                                                           -0.1739648
Focus Financial Partners Inc.                                                       -0.1739648
FOCUS UNIVERSAL INC.                                                                -0.1739648
FOG CUTTER CAPITAL GROUP INC                                                        -0.1739648
FOGDOG INC                                                                          -0.1739648
Foghorn Therapeutics Inc.                                                           -0.1739648
Fogo de Chao, Inc.                                                                  -0.1739648
Folgers Coffee CO                                                                   -0.1739648
FONAR CORP                                                                          -0.1739648
FOOT LOCKER, INC.                                                                   -0.1739648
FOR THE CHILDREN, INC.                                                              -0.1739648
Forbes Energy Services Ltd.                                                         -0.1739648
Forbright, Inc.                                                                     -0.1739648
FORCE PROTECTION INC                                                                -0.1739648
FORCE10 NETWORKS INC                                                                -0.1739648
FORD MOTOR CO                                                                       -0.1739648
FORD MOTOR CREDIT CO LLC                                                            -0.1739648
FORE HOLDINGS LLC                                                                   -0.1739648
FORECROSS CORP                                                                      -0.1739648
FOREFRONT INC                                                                       -0.1739648
FORESCOUT TECHNOLOGIES, INC                                                         -0.1739648
Foresight Energy LP                                                                 -0.1739648
FORESIGHT FINANCIAL GROUP INC                                                       -0.1739648
FOREST CITY ENTERPRISES INC                                                         -0.1739648
Forest City Realty Trust, Inc.                                                      -0.1739648
Forest Laboratories, LLC                                                            -0.1739648
Forestar Group Inc.                                                                 -0.1739648
Forge Group, Inc.                                                                   -0.1739648
FORGE NANO, INC.                                                                    -0.1739648
ForgeRock, Inc.                                                                     -0.1739648
Forian Inc.                                                                         -0.1739648
FORMFACTOR INC                                                                      -0.1739648
FORMICA CORP                                                                        -0.1739648
FORRESTER RESEARCH, INC.                                                            -0.1739648
Fortegra Financial Corp                                                             -0.1739648
Forterra, Inc.                                                                      -0.1739648
Fortinet, Inc.                                                                      -0.1739648
FORTIS INC                                                                          -0.1739648
Fortive Corp                                                                        -0.1739648
Fortress Biotech, Inc.                                                              -0.1739648
Fortress Investment Group LLC                                                       -0.1739648
Fortune Brands Innovations, Inc.                                                    -0.1739648
FORTUNE FINANCIAL INC                                                               -0.1739648
Fortunet, Inc.                                                                      -0.1739648
Forty Seven, Inc.                                                                   -0.1739648
FORUM ENERGY TECHNOLOGIES, INC.                                                     -0.1739648
FORUM GROUP INC                                                                     -0.1739648
FORWARD AIR CORP                                                                    -0.1739648
Forward Industries, Inc.                                                            -0.1739648
Forza X1, Inc.                                                                      -0.1739648
Fossil Group, Inc.                                                                  -0.1739648
FOSTER WHEELER CORP                                                                 -0.1739648
Foundation Building Materials, Inc.                                                 -0.1739648
FOUNDATION HEALTH CORPORATION                                                       -0.1739648
Foundation Healthcare, Inc.                                                         -0.1739648
Foundation Medicine, Inc.                                                           -0.1739648
Founder Group Ltd                                                                   -0.1739648
Four Corners Property Trust, Inc.                                                   -0.1739648
FOUR SEASONS HOTELS INC                                                             -0.1739648
Four Springs Capital Trust                                                          -0.1739648
FOX BROADCASTING CO                                                                 -0.1739648
FOX ENTERTAINMENT GROUP INC                                                         -0.1739648
FOX INC                                                                             -0.1739648
FOX SPORTS NETWORKS INC                                                             -0.1739648
FOXO TECHNOLOGIES INC.                                                              -0.1739648
FP HOLDINGS INC                                                                     -0.1739648
FPB FINANCIAL CORP                                                                  -0.1739648
FPX INC                                                                             -0.1739648
FRACTYL HEALTH, INC.                                                                -0.1739648
FRAGRANCENET COM INC                                                                -0.1739648
FRANCO NEVADA Corp                                                                  -0.1739648
FRANKLIN AMERICAN CORP                                                              -0.1739648
FRANKLIN BANK CORP                                                                  -0.1739648
FRANKLIN COVEY CO                                                                   -0.1739648
Franklin Credit Management Corp                                                     -0.1739648
FRANKLIN ELECTRIC CO INC                                                            -0.1739648
Franklin Financial Corp                                                             -0.1739648
FRANKLIN RESOURCES INC                                                              -0.1739648
Frankly Inc                                                                         -0.1739648
FRED MEYER INC                                                                      -0.1739648
FREDS INC                                                                           -0.1739648
FREEDOM FINANCIAL GROUP INC                                                         -0.1739648
Freedom Group, Inc.                                                                 -0.1739648
Freedom Holding Corp.                                                               -0.1739648
Freenome Holdings, Inc.                                                             -0.1739648
Freenome, Inc.                                                                      -0.1739648
FREEPORT MCMORAN INC                                                                -0.1739648
Freeport-McMoRan Oil & Gas LLC                                                      -0.1739648
FREESCALE SEMICONDUCTOR INC                                                         -0.1739648
Freeze Tag, Inc.                                                                    -0.1739648
FreightCar America, Inc.                                                            -0.1739648
Freightos Ltd                                                                       -0.1739648
FREQUENCY ELECTRONICS INC                                                           -0.1739648
Fresenius Medical Care AG                                                           -0.1739648
FRESENIUS MEDICAL CARE CORP                                                         -0.1739648
FRESENIUS MEDICAL CARE HOLDINGS INC /NY/                                            -0.1739648
FRESH AMERICA CORP                                                                  -0.1739648
Fresh Market, Inc.                                                                  -0.1739648
Fresh2 Group Ltd                                                                    -0.1739648
Freshii Inc.                                                                        -0.1739648
Freshpet, Inc.                                                                      -0.1739648
Freshworks Inc.                                                                     -0.1739648
FRIEDMAN INDUSTRIES INC                                                             -0.1739648
FRIEDMANS INC                                                                       -0.1739648
FriendFinder Networks Inc.                                                          -0.1739648
FRIENDLY ICE CREAM CORP                                                             -0.1739648
FRISCHS RESTAURANTS INC                                                             -0.1739648
Frontdoor, Inc.                                                                     -0.1739648
FRONTEO, INC.                                                                       -0.1739648
FRONTIER AIRLINES INC /CO/                                                          -0.1739648
FRONTIER ENERGY CORP.                                                               -0.1739648
Frontier Investment Corp                                                            -0.1739648
Frontline plc                                                                       -0.1739648
FRP HOLDINGS, INC.                                                                  -0.1739648
FRUIT OF THE LOOM LTD                                                               -0.1739648
FSI INTERNATIONAL INC                                                               -0.1739648
FSONA SYSTEMS CORP.                                                                 -0.1739648
FST Corp.                                                                           -0.1739648
FTC Solar, Inc.                                                                     -0.1739648
FTD COM INC                                                                         -0.1739648
FTD INC                                                                             -0.1739648
FTE Networks, Inc.                                                                  -0.1739648
FTI CONSULTING, INC                                                                 -0.1739648
FTP SOFTWARE INC                                                                    -0.1739648
FTS International, Inc.                                                             -0.1739648
FuboTV Inc.                                                                         -0.1739648
FUEL TECH, INC.                                                                     -0.1739648
FUELCELL ENERGY INC                                                                 -0.1739648
FULCRUM BIOENERGY, INC.                                                             -0.1739648
FULCRUM TECHNOLOGIES INC                                                            -0.1739648
Fulcrum Therapeutics, Inc.                                                          -0.1739648
Fulgent Genetics, Inc.                                                              -0.1739648
FULL HOUSE RESORTS INC                                                              -0.1739648
Full Spectrum Inc.                                                                  -0.1739648
FULLCAST CO., LTD.                                                                  -0.1739648
FULLNET COMMUNICATIONS INC                                                          -0.1739648
FULTON FINANCIAL CORP                                                               -0.1739648
FUNCO INC                                                                           -0.1739648
Function(x) Inc.                                                                    -0.1739648
FUNDTECH LTD                                                                        -0.1739648
Funko, Inc.                                                                         -0.1739648
FUNTIME INC                                                                         -0.1739648
FURMANITE CORP                                                                      -0.1739648
FURNISHINGS INTERNATIONAL INC                                                       -0.1739648
Fusemachines Inc.                                                                   -0.1739648
Fusion Connect, Inc.                                                                -0.1739648
FUSION SYSTEMS CORP                                                                 -0.1739648
FUSION-IO, INC.                                                                     -0.1739648
FusionTech, Inc.                                                                    -0.1739648
FUTURE COMMUNICATIONS INC                                                           -0.1739648
FUTURE NOW INC                                                                      -0.1739648
FUTUREBIOTICS INC                                                                   -0.1739648
FutureFuel Corp.                                                                    -0.1739648
FUTUREWORLD CORP.                                                                   -0.1739648
FWT INC                                                                             -0.1739648
FX Alliance Inc.                                                                    -0.1739648
G-III APPAREL GROUP LTD                                                             -0.1739648
G&K SERVICES LLC                                                                    -0.1739648
G&L REALTY CORP                                                                     -0.1739648
G1 Therapeutics, Inc.                                                               -0.1739648
G4S                                                                                 -0.1739648
Gabbit Corp.                                                                        -0.1739648
Gadsden Growth Properties, Inc.                                                     -0.1739648
GADZOOKS INC                                                                        -0.1739648
GAF BUILDING MATERIALS CORP                                                         -0.1739648
GAF CORP                                                                            -0.1739648
GAIA, INC                                                                           -0.1739648
GAIN Capital Holdings, Inc.                                                         -0.1739648
Gain Therapeutics, Inc.                                                             -0.1739648
GAINSCO INC                                                                         -0.1739648
Galaxy Digital Inc.                                                                 -0.1739648
Galaxy Gaming, Inc.                                                                 -0.1739648
Galera Therapeutics, Inc.                                                           -0.1739648
Galileo Group, Inc.                                                                 -0.1739648
Galleria Co.                                                                        -0.1739648
Gambit Energy, Inc.                                                                 -0.1739648
GameFly Inc.                                                                        -0.1739648
GAMES INC                                                                           -0.1739648
GameStop Corp.                                                                      -0.1739648
GameWorks, Inc.                                                                     -0.1739648
Gamida Cell Ltd.                                                                    -0.1739648
Gaming Partners International CORP                                                  -0.1739648
GAN Ltd                                                                             -0.1739648
GANDER MOUNTAIN INC                                                                 -0.1739648
Gannett Media Corp.                                                                 -0.1739648
GAP INC                                                                             -0.1739648
GARAN INC                                                                           -0.1739648
GARDNER DENVER INC                                                                  -0.1739648
GARMIN LTD                                                                          -0.1739648
Garrett Motion Inc.                                                                 -0.1739648
GARTNER INC                                                                         -0.1739648
GASCO ENERGY INC                                                                    -0.1739648
GasLog Partners LP                                                                  -0.1739648
GASTAR EXPLORATION, INC.                                                            -0.1739648
GATC HEALTH CORP                                                                    -0.1739648
GateHouse Media, Inc.                                                               -0.1739648
GATES CONSTRUCTION CORP                                                             -0.1739648
Gates Industrial Corp Ltd.                                                          -0.1739648
GATEWAY INC                                                                         -0.1739648
GATX CORP                                                                           -0.1739648
GATX RAIL CORP                                                                      -0.1739648
Gawk Inc.                                                                           -0.1739648
GB HOLDINGS INC                                                                     -0.1739648
GB SCIENCES INC                                                                     -0.1739648
GBC INTERNATIONAL INC                                                               -0.1739648
GBC TECHNOLOGIES INC                                                                -0.1739648
GBT Technologies Inc.                                                               -0.1739648
GCI, LLC                                                                            -0.1739648
GCM Grosvenor Inc.                                                                  -0.1739648
GCP Applied Technologies Inc.                                                       -0.1739648
GCR HOLDINGS LTD                                                                    -0.1739648
GCT SEMICONDUCTOR INC                                                               -0.1739648
GDC Technology Ltd                                                                  -0.1739648
GDF SUEZ                                                                            -0.1739648
GDS Holdings Ltd                                                                    -0.1739648
GE Vernova Inc.                                                                     -0.1739648
GEAR Capital Inc.                                                                   -0.1739648
GEC INC                                                                             -0.1739648
GEE Group Inc.                                                                      -0.1739648
GEHL CO                                                                             -0.1739648
GEICO CORP                                                                          -0.1739648
Gelesis Inc                                                                         -0.1739648
GEM SOLUTIONS, INC.                                                                 -0.1739648
GEMINI EXPLORATIONS, INC.                                                           -0.1739648
Gen Digital Inc.                                                                    -0.1739648
GEN PROBE INC                                                                       -0.1739648
GENAISSANCE PHARMACEUTICALS INC                                                     -0.1739648
Genasys Inc.                                                                        -0.1739648
GENCO SHIPPING & TRADING LTD                                                        -0.1739648
GENCOR INDUSTRIES INC                                                               -0.1739648
GENELUX Corp                                                                        -0.1739648
GENENTECH INC                                                                       -0.1739648
GENERAL AIRCRAFT CORP                                                               -0.1739648
GENERAL BEARING CORP                                                                -0.1739648
GENERAL BUILDERS CORP                                                               -0.1739648
GENERAL CABLE PLC                                                                   -0.1739648
General Conference Corp of Seventh-day Adventist                                    -0.1739648
GENERAL DYNAMICS CORP                                                               -0.1739648
GENERAL DYNAMICS LAND SYSTEMS INC                                                   -0.1739648
GENERAL DYNAMICS-OTS, INC.                                                          -0.1739648
GENERAL ELECTRIC CAPITAL CORP                                                       -0.1739648
GENERAL ELECTRIC CO                                                                 -0.1739648
General Fusion Inc.                                                                 -0.1739648
GENERAL GROWTH PROPERTIES                                                           -0.1739648
GENERAL MEDIA INC                                                                   -0.1739648
GENERAL MICROWAVE CORP                                                              -0.1739648
GENERAL MILLS INC                                                                   -0.1739648
General Moly, Inc                                                                   -0.1739648
General Motors Co                                                                   -0.1739648
General Motors Financial Company, Inc.                                              -0.1739648
GENERAL NUTRITION CENTERS, INC.                                                     -0.1739648
GENERAL NUTRITION INC                                                               -0.1739648
GENERAL PHYSICS CORP                                                                -0.1739648
GENERAL RE CORP                                                                     -0.1739648
GENERAL REINSURANCE CORP                                                            -0.1739648
GENERAL WIRELESS INC                                                                -0.1739648
Generate Biomedicines, Inc.                                                         -0.1739648
Generation Bio Co.                                                                  -0.1739648
GENESCO INC                                                                         -0.1739648
GENESEE & WYOMING INC                                                               -0.1739648
GENESEE CORP                                                                        -0.1739648
GENESIS DIRECT INC                                                                  -0.1739648
GENESIS ENERGY LP                                                                   -0.1739648
GENESIS FINANCIAL INC                                                               -0.1739648
Genesis Healthcare, Inc.                                                            -0.1739648
GENESYS TELECOMMUNICATIONS LABORATORIES INC                                         -0.1739648
GENETIC TECHNOLOGIES LTD                                                            -0.1739648
GENEVA FINANCIAL CORP                                                               -0.1739648
GENICOM CORP                                                                        -0.1739648
Genie Energy Ltd.                                                                   -0.1739648
Genius Group Ltd                                                                    -0.1739648
Genius Sports Ltd                                                                   -0.1739648
GenMark Diagnostics, Inc.                                                           -0.1739648
GENOCEA BIOSCIENCES, INC.                                                           -0.1739648
GENOMATICA INC                                                                      -0.1739648
GENOMIC HEALTH INC                                                                  -0.1739648
GenOn Energy, Inc.                                                                  -0.1739648
GENOPTIX INC                                                                        -0.1739648
Genpact LTD                                                                         -0.1739648
Genpact USA, Inc.                                                                   -0.1739648
Genprex, Inc.                                                                       -0.1739648
GENRAD INC                                                                          -0.1739648
GENTEX CORP                                                                         -0.1739648
Gentherm Inc                                                                        -0.1739648
GENTIVA HEALTH SERVICES INC                                                         -0.1739648
GENUINE PARTS CO                                                                    -0.1739648
GENUS INC                                                                           -0.1739648
GENVEC INC                                                                          -0.1739648
Genvor Inc                                                                          -0.1739648
GENWORTH FINANCIAL INC                                                              -0.1739648
GENZYME CORP                                                                        -0.1739648
GEO GROUP INC                                                                       -0.1739648
GEO SPECIALTY CHEMICALS INC                                                         -0.1739648
GeoEye, Inc.                                                                        -0.1739648
GEOGRAPHICS INC                                                                     -0.1739648
GEOKINETICS INC                                                                     -0.1739648
GeoMet, Inc.                                                                        -0.1739648
GEON CO                                                                             -0.1739648
GEORESOURCES INC                                                                    -0.1739648
George Foreman Enterprises Inc                                                      -0.1739648
GEORGETOWN CORP                                                                     -0.1739648
GEORGIA PACIFIC CORP                                                                -0.1739648
GEORGIA POWER CO                                                                    -0.1739648
GEOSCIENCE CORP                                                                     -0.1739648
GEOSPACE TECHNOLOGIES CORP                                                          -0.1739648
Geostellar, Inc.                                                                    -0.1739648
GEOTEC, INC.                                                                        -0.1739648
GERBER CHILDRENSWEAR INC                                                            -0.1739648
GERBER PRODUCTS CO                                                                  -0.1739648
GERBER SCIENTIFIC INC                                                               -0.1739648
GERDAU AMERISTEEL CORP                                                              -0.1739648
GERMAN AMERICAN BANCORP, INC.                                                       -0.1739648
GERON CORP                                                                          -0.1739648
Gerson Lehrman Group, Inc.                                                          -0.1739648
Getaround, Inc                                                                      -0.1739648
GetGo, Inc.                                                                         -0.1739648
GETTY IMAGES INC                                                                    -0.1739648
Gevo, Inc.                                                                          -0.1739648
GEXA CORP                                                                           -0.1739648
GFI Group Inc.                                                                      -0.1739648
GFL Environmental Inc.                                                              -0.1739648
GGC LLC                                                                             -0.1739648
GHC HOSPITAL LLC                                                                    -0.1739648
GI DYNAMICS, INC.                                                                   -0.1739648
GIA INVESTMENTS CORP.                                                               -0.1739648
GIANT CEMENT HOLDING INC                                                            -0.1739648
GIANT FOOD INC                                                                      -0.1739648
GIANT GROUP LTD                                                                     -0.1739648
Giant Industries, Inc.                                                              -0.1739648
Giant Resources Inc.                                                                -0.1739648
GIBRALTAR INDUSTRIES, INC.                                                          -0.1739648
GIDDINGS & LEWIS INC                                                                -0.1739648
Gigamon Inc.                                                                        -0.1739648
Giggles N' Hugs, Inc.                                                               -0.1739648
GILBARCO INC                                                                        -0.1739648
Gildan Activewear Inc.                                                              -0.1739648
GILEAD SCIENCES, INC.                                                               -0.1739648
GILLETTE CO                                                                         -0.1739648
Gin & Luck Inc.                                                                     -0.1739648
Gitlab Inc.                                                                         -0.1739648
GIZMO CO                                                                            -0.1739648
GL Brands, Inc.                                                                     -0.1739648
GLACIER BANCORP, INC.                                                               -0.1739648
Gladstone Companies, Inc.                                                           -0.1739648
Glass House Brands Inc.                                                             -0.1739648
GLASSTECH INC                                                                       -0.1739648
GLAUKOS Corp                                                                        -0.1739648
Glencore plc                                                                        -0.1739648
GLENOIT CORP                                                                        -0.1739648
GLICKENHAUS & CO                                                                    -0.1739648
Glimpse Group, Inc.                                                                 -0.1739648
Global Atlantic Financial Ltd                                                       -0.1739648
Global Blood Therapeutics, Inc.                                                     -0.1739648
GLOBAL BRANDS INC                                                                   -0.1739648
Global Brass & Copper, Inc.                                                         -0.1739648
Global Business Travel Group, Inc.                                                  -0.1739648
Global Clean Energy Holdings, Inc.                                                  -0.1739648
GLOBAL CONCEPTS, LTD.                                                               -0.1739648
GLOBAL CROSSING LTD                                                                 -0.1739648
Global Developments Inc.                                                            -0.1739648
GLOBAL DIGITAL SOLUTIONS INC                                                        -0.1739648
Global Eagle Entertainment Inc.                                                     -0.1739648
GLOBAL ENERGY INC                                                                   -0.1739648
GLOBAL ENTERTAINMENT INC                                                            -0.1739648
GLOBAL EPOINT INC                                                                   -0.1739648
GLOBAL GAMES CORP                                                                   -0.1739648
Global Geophysical Services Inc                                                     -0.1739648
GLOBAL GOLD CORP                                                                    -0.1739648
GLOBAL GREEN INC.                                                                   -0.1739648
Global Growth CORP                                                                  -0.1739648
GLOBAL HOLDINGS INC                                                                 -0.1739648
GLOBAL IMAGING SYSTEMS INC                                                          -0.1739648
Global Indemnity Group, LLC                                                         -0.1739648
GLOBAL INDUSTRIAL Co                                                                -0.1739648
