$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
CITRIX SYSTEMS INC                                    -0.139684
CLARE INC                                             -0.139684
CLARIFY INC                                           -0.139684
Clear Secure, Inc.                                    -0.139684
Clearfield, Inc.                                      -0.139684
CLEARONE INC                                          -0.139684
CLINICAL INTELLIGENCE INC                             -0.139684
Cloudera, Inc.                                        -0.139684
Cloudflare, Inc.                                      -0.139684
CloudMinds Inc.                                       -0.139684
CLPS Inc                                              -0.139684
CMC INDUSTRIES INC                                    -0.139684
CMC Materials, Inc.                                   -0.139684
CNF TECHNOLOGIES INC                                  -0.139684
COBRA ELECTRONICS CORP                                -0.139684
Coforge Ltd                                           -0.139684
Cogent, Inc.                                          -0.139684
COGNIZANT TECHNOLOGY SOLUTIONS CORP                   -0.139684
COGNOS INC                                            -0.139684
COMMAND SYSTEMS INC                                   -0.139684
CommerceHub, Inc.                                     -0.139684
COMMSCOPE INC                                         -0.139684
COMMUNICATIONS & POWER INDUSTRIES LLC                 -0.139684
COMMVAULT SYSTEMS INC                                 -0.139684
COMPRESSION LABS INC                                  -0.139684
COMPUDYNE CORP                                        -0.139684
COMPUSERVE CORP                                       -0.139684
COMPUTER SCIENCES CORP                                -0.139684
Computer Software Innovations, Inc.                   -0.139684
COMPUTER TASK GROUP INC                               -0.139684
COMPUWARE CORP                                        -0.139684
COMTREX SYSTEMS CORP                                  -0.139684
CONCENTRA CORP                                        -0.139684
CONCERO INC                                           -0.139684
CONCUR TECHNOLOGIES INC                               -0.139684
CONCURRENT COMPUTER CORP                              -0.139684
CONEXANT SYSTEMS INC                                  -0.139684
Confluent, Inc.                                       -0.139684
CONNECTED CORP                                        -0.139684
CONNECTURE INC                                        -0.139684
Consensus Cloud Solutions, Inc.                       -0.139684
CONSILIUM INC                                         -0.139684
CONSTELLATION SOFTWARE INC                            -0.139684
CONTINUUM CO INC                                      -0.139684
CONTROL DEVICES INC                                   -0.139684
CONTROL4 CORP                                         -0.139684
CONVERA Corp                                          -0.139684
ConvergeOne Holdings, Inc.                            -0.139684
CONVERGEX INC.                                        -0.139684
Convio, Inc.                                          -0.139684
COORSTEK INC                                          -0.139684
CORAL SYSTEMS INC                                     -0.139684
CORCOM INC                                            -0.139684
CoreCard Corp                                         -0.139684
COREL CORP                                            -0.139684
CoreWeave, Inc.                                       -0.139684
Cornerstone OnDemand Inc                              -0.139684
Corridor Communications Corp                          -0.139684
Corsair Components, Inc.                              -0.139684
Corsair Gaming, Inc.                                  -0.139684
CORTINA SYSTEMS INC                                   -0.139684
Couchbase, Inc.                                       -0.139684
COUNTERPATH CORP                                      -0.139684
Coupa Software Inc                                    -0.139684
Coursera, Inc.                                        -0.139684
CPI INTERNATIONAL, INC.                               -0.139684
CRAY COMPUTER CORP                                    -0.139684
CRAY INC                                              -0.139684
CREATIVE REALITIES, INC.                              -0.139684
CREATIVE TECHNOLOGY LTD                               -0.139684
Cross Match Technologies, Inc.                        -0.139684
CROSSCOMM CORP                                        -0.139684
CROSSROADS SYSTEMS INC                                -0.139684
CROSSWORLDS SOFTWARE INC                              -0.139684
CrowdStrike Holdings, Inc.                            -0.139684
Crown Electrokinetics Corp.                           -0.139684
CS Disco, Inc.                                        -0.139684
CSI TECHNOLOGIES INC                                  -0.139684
CSRA Inc.                                             -0.139684
CTS CORP                                              -0.139684
CVC INC                                               -0.139684
CVENT INC                                             -0.139684
CYAN INC                                              -0.139684
CyberArk Software Ltd.                                -0.139684
CYBERLUX CORP                                         -0.139684
Cycurion, Inc.                                        -0.139684
CYNET INC                                             -0.139684
Cyngn Inc.                                            -0.139684
CYREN Ltd.                                            -0.139684
Cyxtera Technologies, Inc.                            -0.139684
DAEGIS INC.                                           -0.139684
DANGER INC                                            -0.139684
DAS Inc                                               -0.139684
DATA DIMENSIONS INC                                   -0.139684
Data443 Risk Mitigation, Inc.                         -0.139684
DATACARD CORP                                         -0.139684
Datadog, Inc.                                         -0.139684
DATALINK CORP                                         -0.139684
DATAMETRICS CORP                                      -0.139684
DATAPATH INC                                          -0.139684
DataStax, Inc.                                        -0.139684
DATATEC SYSTEMS INC                                   -0.139684
DATATRAK INTERNATIONAL INC                            -0.139684
DATAWATCH CORP                                        -0.139684
DATAWORKS CORP                                        -0.139684
DAVIDSON & ASSOCIATES INC                             -0.139684
Dayforce, Inc.                                        -0.139684
DDI CORP                                              -0.139684
Dealertrack Technologies, Inc                         -0.139684
DecisionPoint Systems, Inc.                           -0.139684
Definitive Healthcare Corp.                           -0.139684
DELL INC                                              -0.139684
Dell Technologies Inc.                                -0.139684
DeltaSoft Corp                                        -0.139684
DELTEK, INC                                           -0.139684
DemandTec, Inc.                                       -0.139684
Demandware Inc                                        -0.139684
DESCARTES SYSTEMS GROUP INC                           -0.139684
DETAILS INC                                           -0.139684
DETERMINE, INC.                                       -0.139684
DIALOG SEMICONDUCTOR PLC                              -0.139684
DIALOGIC CORP                                         -0.139684
Diamond Lane, Inc.                                    -0.139684
DIEBOLD NIXDORF, Inc                                  -0.139684
DIGI INTERNATIONAL INC                                -0.139684
DIGIMARC CORP                                         -0.139684
DIGITAL LINK CORP                                     -0.139684
Digital Systems, Inc.                                 -0.139684
Diligent Corp                                         -0.139684
DIRTT ENVIRONMENTAL SOLUTIONS LTD                     -0.139684
DISH LTD                                              -0.139684
DIVX INC                                              -0.139684
DMI INC /CO/                                          -0.139684
Docebo Inc.                                           -0.139684
DOCUSIGN, INC.                                        -0.139684
DOMO, INC.                                            -0.139684
DOT HILL SYSTEMS CORP                                 -0.139684
Dot VN, Inc.                                          -0.139684
Doximity, Inc.                                        -0.139684
DRI CORP                                              -0.139684
DROPBOX, INC.                                         -0.139684
DRS COMMUNICATIONS CO LLC                             -0.139684
DRS TECHNOLOGIES INC                                  -0.139684
DRS TEST & ENERGY MANAGEMENT INC                      -0.139684
DSC Holdings Ltd.                                     -0.139684
DSP COMMUNICATIONS INC                                -0.139684
DUCK CREEK TECHNOLOGIES, INC.                         -0.139684
Duolingo, Inc.                                        -0.139684
DYNAMIC MEDIA INC                                     -0.139684
DYNATEC INTERNATIONAL INC                             -0.139684
Dynatrace, Inc.                                       -0.139684
DZS INC.                                              -0.139684
E DIGITAL CORP                                        -0.139684
E SYSTEMS INC                                         -0.139684
E2open Inc                                            -0.139684
E3 CORP                                               -0.139684
EAGLE POINT SOFTWARE CORP                             -0.139684
EARTHWATCH INC                                        -0.139684
EBIX INC                                              -0.139684
ECHELON CORP                                          -0.139684
ECI TELECOM LTD/                                      -0.139684
Ecoss Inc.                                            -0.139684
ECST Holdings Ltd                                     -0.139684
EdgeWave, Inc.                                        -0.139684
EDIFY CORP                                            -0.139684
EDO CORP                                              -0.139684
EDOCS INC                                             -0.139684
EF Johnson Technologies, Inc.                         -0.139684
EGAIN Corp                                            -0.139684
Egenera, Inc.                                         -0.139684
EIDOS PLC                                             -0.139684
ELCO Management Co., LLC                              -0.139684
ELECSYS CORP                                          -0.139684
ELECTRONIC ARTS INC.                                  -0.139684
ELECTRONICS FOR IMAGING INC                           -0.139684
ELLIE MAE INC                                         -0.139684
EMAGIN CORP                                           -0.139684
EMBARCADERO TECHNOLOGIES INC                          -0.139684
EMC CORP                                              -0.139684
EMCORE CORP                                           -0.139684
eMedia Group Inc.                                     -0.139684
EMR Technology Solutions, Inc.                        -0.139684
EMS TECHNOLOGIES INC                                  -0.139684
Endava plc                                            -0.139684
Energous Corp                                         -0.139684
ENERNOC INC                                           -0.139684
Enfusion, Inc.                                        -0.139684
EngageSmart, Inc.                                     -0.139684
ENOVA SYSTEMS INC                                     -0.139684
Enphase Energy, Inc.                                  -0.139684
ENTERPRISE ELECTRONICS CORP                           -0.139684
ENTERPRISE ENERGY, INC.                               -0.139684
ENTERWORKS INC                                        -0.139684
ENTRATA, INC.                                         -0.139684
ENTRUST INC                                           -0.139684
ENTWISTLE CO                                          -0.139684
ENVIVIO INC                                           -0.139684
EPAM Systems, Inc.                                    -0.139684
Epazz Inc                                             -0.139684
EPIC RESEARCH CO INC                                  -0.139684
EPICOR SOFTWARE CORP                                  -0.139684
Epicor, Inc.                                          -0.139684
EPIQ SYSTEMS INC                                      -0.139684
ESCO TECHNOLOGIES INC                                 -0.139684
ESIM LTD                                              -0.139684
ESL Ltd                                               -0.139684
ESOFT INC                                             -0.139684
ESPEY MFG & ELECTRONICS CORP                          -0.139684
ESS TECHNOLOGY INC                                    -0.139684
ETOTALSOURCE INC                                      -0.139684
Eventbrite, Inc.                                      -0.139684
EVERBRIDGE, INC.                                      -0.139684
EverCommerce Inc.                                     -0.139684
EverQuote, Inc.                                       -0.139684
EVERSPIN TECHNOLOGIES INC.                            -0.139684
EXA CORP                                              -0.139684
ExactTarget, Inc.                                     -0.139684
EXAR CORP                                             -0.139684
EXCELON CORP                                          -0.139684
EXCITE INC                                            -0.139684
EXE TECHNOLOGIES INC                                  -0.139684
Exelis Inc.                                           -0.139684
Expensify, Inc.                                       -0.139684
Exponential Interactive, Inc.                         -0.139684
EXRO TECHNOLOGIES INC.                                -0.139684
EXTREME NETWORKS INC                                  -0.139684
Exyn Technologies, Inc.                               -0.139684
F5, INC.                                              -0.139684
Fabrinet                                              -0.139684
FACTSET RESEARCH SYSTEMS INC                          -0.139684
FAIRCHILD SEMICONDUCTOR CORP                          -0.139684
FALCONSTOR SOFTWARE INC                               -0.139684
Fastly, Inc.                                          -0.139684
FDP CORP                                              -0.139684
Figma, Inc.                                           -0.139684
FILETEK INC                                           -0.139684
FINISAR CORP                                          -0.139684
FIRECOM INC                                           -0.139684
FIRST ALERT INC                                       -0.139684
FIRST SOLAR, INC.                                     -0.139684
FITBIT, INC.                                          -0.139684
FLEX LTD.                                             -0.139684
Flutter Entertainment plc                             -0.139684
FORCE10 NETWORKS INC                                  -0.139684
FORECROSS CORP                                        -0.139684
FORESCOUT TECHNOLOGIES, INC                           -0.139684
ForgeRock, Inc.                                       -0.139684
FORMFACTOR INC                                        -0.139684
Fortinet, Inc.                                        -0.139684
Frankly Inc                                           -0.139684
FREESCALE SEMICONDUCTOR INC                           -0.139684
Freeze Tag, Inc.                                      -0.139684
Freshworks Inc.                                       -0.139684
FriendFinder Networks Inc.                            -0.139684
FSONA SYSTEMS CORP.                                   -0.139684
FTC Solar, Inc.                                       -0.139684
FTP SOFTWARE INC                                      -0.139684
FULCRUM TECHNOLOGIES INC                              -0.139684
Full Spectrum Inc.                                    -0.139684
Function(x) Inc.                                      -0.139684
FUNDTECH LTD                                          -0.139684
Fusemachines Inc.                                     -0.139684
Fusion Connect, Inc.                                  -0.139684
FUSION-IO, INC.                                       -0.139684
FWT INC                                               -0.139684
GAMES INC                                             -0.139684
GAN Ltd                                               -0.139684
GARMIN LTD                                            -0.139684
GATEWAY INC                                           -0.139684
Gawk Inc.                                             -0.139684
GBC INTERNATIONAL INC                                 -0.139684
GCT SEMICONDUCTOR INC                                 -0.139684
GDC Technology Ltd                                    -0.139684
GDS Holdings Ltd                                      -0.139684
GEM SOLUTIONS, INC.                                   -0.139684
Gen Digital Inc.                                      -0.139684
GENERAL MICROWAVE CORP                                -0.139684
GENESYS TELECOMMUNICATIONS LABORATORIES INC           -0.139684
GENICOM CORP                                          -0.139684
Genius Group Ltd                                      -0.139684
GetGo, Inc.                                           -0.139684
Gitlab Inc.                                           -0.139684
Glimpse Group, Inc.                                   -0.139684
GLOBAL INNOVATION CORP.                               -0.139684
Global Tech Solutions, Inc.                           -0.139684
GLOBAL TECHNOLOGIES LTD                               -0.139684
GLOBALFOUNDRIES Inc.                                  -0.139684
GLOBALSCAPE INC                                       -0.139684
GLOBECOMM SYSTEMS INC                                 -0.139684
Glow Holdings, Inc.                                   -0.139684
GLU MOBILE INC                                        -0.139684
GoDaddy Inc.                                          -0.139684
Golden Star Enterprises Ltd.                          -0.139684
GOMEZ INC                                             -0.139684
GOOD TECHNOLOGY Corp                                  -0.139684
GOOGLE INC.                                           -0.139684
GRAPHON CORP                                          -0.139684
GrayMeta, Inc.                                        -0.139684
Greentech Innovations, Inc.                           -0.139684
GREENWAY MEDICAL TECHNOLOGIES INC                     -0.139684
GRIFFIN TECHNOLOGY INC                                -0.139684
Grindr Inc.                                           -0.139684
Growflow Corp.                                        -0.139684
GSE SYSTEMS INC                                       -0.139684
GSI TECHNOLOGY INC                                    -0.139684
GT Advanced Technologies Inc.                         -0.139684
GTI CORP                                              -0.139684
Guar Global Ltd.                                      -0.139684
Guerrilla RF, Inc.                                    -0.139684
Guidance Software, Inc.                               -0.139684
Guidewire Software, Inc.                              -0.139684
HADCO CORP                                            -0.139684
HANDSPRING INC                                        -0.139684
Hanwha Q CELLS Co., Ltd.                              -0.139684
HARBINGER CORP                                        -0.139684
HARMONIC INC.                                         -0.139684
HARRIS CORP                                           -0.139684
HashiCorp, Inc.                                       -0.139684
HAYES CORP                                            -0.139684
HBO & CO                                              -0.139684
HEADWAY TECHNOLOGIES INC                              -0.139684
Health Catalyst, Inc.                                 -0.139684
HEALTH SYSTEMS SOLUTIONS INC                          -0.139684
HEALTHCARE COM CORP                                   -0.139684
HEALTHCARE SOFTWARE INC                               -0.139684
Healthcare Triangle, Inc.                             -0.139684
HEALTHSTREAM INC                                      -0.139684
HEI INC                                               -0.139684
Helo Corp.                                            -0.139684
HENSCHEL INC                                          -0.139684
Hewlett Packard Enterprise Co                         -0.139684
HITTITE MICROWAVE CORP                                -0.139684
hopTo Inc.                                            -0.139684
Hortonworks, Inc.                                     -0.139684
HP INC                                                -0.139684
HPR INC                                               -0.139684
HTE INC                                               -0.139684
HUBBELL INC                                           -0.139684
HUBSPOT INC                                           -0.139684
HUMMINGBIRD LTD                                       -0.139684
HUTCHINSON TECHNOLOGY INC                             -0.139684
HUYA Inc.                                             -0.139684
HYLAND SOFTWARE INC                                   -0.139684
HYPERION SOLUTIONS CORP                               -0.139684
HYTEK MICROSYSTEMS INC                                -0.139684
I2 TECHNOLOGIES INC                                   -0.139684
i3 Verticals, Inc.                                    -0.139684
IBIZ INC                                              -0.139684
IC2E International Inc.                               -0.139684
ICST INC                                              -0.139684
ID SYSTEMS INC                                        -0.139684
Identiv, Inc.                                         -0.139684
iDNA, Inc.                                            -0.139684
IDS Group, Inc.                                       -0.139684
IEC ELECTRONICS CORP                                  -0.139684
IEH Corp                                              -0.139684
IENTERTAINMENT NETWORK INC                            -0.139684
IGATE CORP                                            -0.139684
IHS Inc.                                              -0.139684
IHS Markit Ltd.                                       -0.139684
IMAGEWARE SYSTEMS INC                                 -0.139684
IMANAGE INC                                           -0.139684
IMC Holdings, Inc.                                    -0.139684
IMMERSION CORP                                        -0.139684
IMP INC                                               -0.139684
IMPAC MEDICAL SYSTEMS INC                             -0.139684
IMPERVA INC                                           -0.139684
IMPINJ INC                                            -0.139684
Imprivata Inc                                         -0.139684
inContact, Inc.                                       -0.139684
indie Semiconductor, Inc.                             -0.139684
INDUS INTERNATIONAL INC                               -0.139684
INET TECHNOLOGIES INC                                 -0.139684
Infinera Corp                                         -0.139684
INFINITE GROUP INC                                    -0.139684
INFINITI SOLUTIONS LTD                                -0.139684
INFOCUS CORP                                          -0.139684
Infor (US), Inc.                                      -0.139684
Infor, Inc.                                           -0.139684
INFORMATICA LLC                                       -0.139684
INFORMATION ARCHITECTS CORP                           -0.139684
Infosys Ltd                                           -0.139684
INITIATE SYSTEMS INC                                  -0.139684
InnoLight Technology Corp                             -0.139684
INNOVATIVE MICRO TECHNOLOGY INC                       -0.139684
INNOVEX INC                                           -0.139684
Innovid Corp.                                         -0.139684
INPHI Corp                                            -0.139684
InPlay Technologies, Inc.                             -0.139684
Inrad Optics, Inc.                                    -0.139684
INSEEGO CORP.                                         -0.139684
Inspired Entertainment, Inc.                          -0.139684
InsPro Technologies Corp                              -0.139684
INSTRUCTURE INC                                       -0.139684
Intapp, Inc.                                          -0.139684
INTEGRATED SILICON SYSTEMS INC                        -0.139684
INTEGRATED SYSTEMS INC                                -0.139684
INTEL CORP                                            -0.139684
INTELLECTUAL TECHNOLOGY INC                           -0.139684
INTELLICORP INC                                       -0.139684
INTELLINETICS, INC.                                   -0.139684
INTELLIWORXX INC                                      -0.139684
INTERACTIVE INTELLIGENCE INC                          -0.139684
INTERCARD INC                                         -0.139684
INTERFACE SYSTEMS INC                                 -0.139684
INTERGRAPH CORP                                       -0.139684
INTERLINK ELECTRONICS INC                             -0.139684
INTERLOGIX INC                                        -0.139684
Intermec, Inc.                                        -0.139684
INTERMEDIA CLOUD COMMUNICATIONS, INC.                 -0.139684
INTERMOLECULAR INC                                    -0.139684
Internap Corp                                         -0.139684
INTERNATIONAL BUSINESS MACHINES CORP                  -0.139684
INTERNATIONAL MANUFACTURING SERVICES INC              -0.139684
INTERNET INITIATIVE JAPAN INC                         -0.139684
INTERPHASE CORP                                       -0.139684
INTERTRUST TECHNOLOGIES Corp                          -0.139684
INTERVOICE INC                                        -0.139684
INTRICON CORP                                         -0.139684
INTRINSIX CORP                                        -0.139684
INTRUSION INC                                         -0.139684
INTUIT INC.                                           -0.139684
Intuitive Machines, Inc.                              -0.139684
InvenSense Inc                                        -0.139684
IONA TECHNOLOGIES PLC                                 -0.139684
IonQ, Inc.                                            -0.139684
IPC INFORMATION SYSTEMS INC                           -0.139684
IPG PHOTONICS CORP                                    -0.139684
IronNet, Inc.                                         -0.139684
ISE LABS INC                                          -0.139684
iSign Solutions Inc.                                  -0.139684
IT Management, Inc.                                   -0.139684
ITA Holdings, Inc.                                    -0.139684
ITERIS, INC.                                          -0.139684
IXYS, LLC                                             -0.139684
JABIL INC                                             -0.139684
JACADA LTD                                            -0.139684
JACK HENRY & ASSOCIATES INC                           -0.139684
JAGGED PEAK, INC.                                     -0.139684
JAM INC                                               -0.139684
JAZZ SEMICONDUCTOR INC                                -0.139684
JDA SOFTWARE GROUP INC                                -0.139684
Jetblack Corp                                         -0.139684
JFrog Ltd                                             -0.139684
JNI CORP                                              -0.139684
JPM CO                                                -0.139684
JTS CORP                                              -0.139684
JUDGE GROUP INC                                       -0.139684
JUNIPER NETWORKS INC                                  -0.139684
Justworks, Inc.                                       -0.139684
KALTURA INC                                           -0.139684
KEANE, INC.                                           -0.139684
Keen Home Inc.                                        -0.139684
KEMET CORP                                            -0.139684
KENEXA CORP                                           -0.139684
KEYW HOLDING CORP                                     -0.139684
Kimball Electronics, Inc.                             -0.139684
King Digital Entertainment plc                        -0.139684
KISMET INC                                            -0.139684
Klaviyo, Inc.                                         -0.139684
KLDiscovery Inc.                                      -0.139684
Knightscope, Inc.                                     -0.139684
KNOVA SOFTWARE, INC.                                  -0.139684
KnowBe4, Inc.                                         -0.139684
Kodiak Robotics, Inc.                                 -0.139684
Kofax Ltd                                             -0.139684
KONAMI CORP                                           -0.139684
KOPIN CORP                                            -0.139684
KPISoft, Inc.                                         -0.139684
KRONOS INC                                            -0.139684
Kubient, Inc.                                         -0.139684
KULICKE & SOFFA INDUSTRIES INC                        -0.139684
Kyndryl Holdings, Inc.                                -0.139684
KYOCERA CORP                                          -0.139684
L 3 COMMUNICATIONS HOLDINGS INC                       -0.139684
L3 TECHNOLOGIES, INC.                                 -0.139684
LABARGE INC                                           -0.139684
LANDMARK GRAPHICS CORP                                -0.139684
LANDMARK SYSTEMS CORP                                 -0.139684
LANTRONIX INC                                         -0.139684
Latitude Solutions, Inc.                              -0.139684
Lattice INC                                           -0.139684
LATTICE SEMICONDUCTOR CORP                            -0.139684
Lawson Software, Inc.                                 -0.139684
LEARNING CO INC                                       -0.139684
Leet INC.                                             -0.139684
LEGATO SYSTEMS INC                                    -0.139684
Legion Works, Inc.                                    -0.139684
Leidos Holdings, Inc.                                 -0.139684
Leidos, Inc.                                          -0.139684
Leonardo DRS, Inc.                                    -0.139684
LG Display Co., Ltd.                                  -0.139684
LHS GROUP INC                                         -0.139684
Light & Wonder, Inc.                                  -0.139684
Lightning Gaming, Inc.                                -0.139684
LIGHTPATH TECHNOLOGIES INC                            -0.139684
Lightspeed Commerce Inc.                              -0.139684
Lightspeed Systems, Inc                               -0.139684
LIMEADE, INC                                          -0.139684
LINE Corp                                             -0.139684
LINKEDIN CORP                                         -0.139684
LIVEPERSON INC                                        -0.139684
LIVINGSTON ENTERPRISES INC                            -0.139684
Livongo Health, Inc.                                  -0.139684
Local Matters Inc.                                    -0.139684
LOGILITY INC                                          -0.139684
LogMeIn, Inc.                                         -0.139684
LogRhythm, Inc.                                       -0.139684
LOJACK CORP                                           -0.139684
LORAL SPACE & COMMUNICATIONS INC.                     -0.139684
LOTUS DEVELOPMENT CORP                                -0.139684
LOUD TECHNOLOGIES INC                                 -0.139684
LQ CORP INC                                           -0.139684
LSI CORP                                              -0.139684
Lumentum Holdings Inc.                                -0.139684
LUMERA CORP                                           -0.139684
LYCOS INC                                             -0.139684
LYRIS, INC.                                           -0.139684
MA COM INC                                            -0.139684
MAGIC SOFTWARE ENTERPRISES LTD                        -0.139684
MagnaChip Semiconductor CORP                          -0.139684
MAGNETEK, INC.                                        -0.139684
MAGNETIC TECHNOLOGIES CORP                            -0.139684
MAGNITE, INC.                                         -0.139684
Majesco                                               -0.139684
MAKEMUSIC, INC.                                       -0.139684
MAKER COMMUNICATIONS INC                              -0.139684
MANAGEMENT TECHNOLOGIES INC                           -0.139684
MANATRON INC                                          -0.139684
Mandiant, Inc.                                        -0.139684
MANHATTAN ASSOCIATES INC                              -0.139684
MAPICS INC                                            -0.139684
MAPR TECHNOLOGIES, INC.                               -0.139684
MARCHEX INC                                           -0.139684
MariaDB plc                                           -0.139684
Marketo, Inc.                                         -0.139684
MARKETWISE, INC.                                      -0.139684
Marqeta, Inc.                                         -0.139684
MARVELL TECHNOLOGY GROUP LTD                          -0.139684
Marvell Technology, Inc.                              -0.139684
MAS TECHNOLOGY LTD                                    -0.139684
Match Group, Inc.                                     -0.139684
Mattersight Corp                                      -0.139684
MAVENIR SYSTEMS INC                                   -0.139684
Maxar Technologies Inc.                               -0.139684
Maxeon Solar Technologies, Ltd.                       -0.139684
MAXIM INTEGRATED PRODUCTS INC                         -0.139684
MAXIS INC                                             -0.139684
MAXLINEAR, INC                                        -0.139684
MaxQ AI Ltd.                                          -0.139684
McAfee, Inc.                                          -0.139684
MCE COMPANIES INC                                     -0.139684
MCK COMMUNICATIONS INC                                -0.139684
mCloud Technologies Corp.                             -0.139684
MCMS INC                                              -0.139684
MCS INC                                               -0.139684
MD TECHNOLOGIES INC                                   -0.139684
MDI TECHNOLOGIES INC                                  -0.139684
Medallia, Inc.                                        -0.139684
MEDASSETS INC                                         -0.139684
MEDecision, Inc.                                      -0.139684
MediaMorph Inc                                        -0.139684
MEDIC COMPUTER SYSTEMS INC                            -0.139684
Medical Information Technology, Inc.                  -0.139684
Medidata Solutions, Inc.                              -0.139684
MEDIWARE INFORMATION SYSTEMS INC                      -0.139684
MEDRESPONSE CORP.                                     -0.139684
Meganet Corp                                          -0.139684
Mellanox Technologies, Ltd.                           -0.139684
MEMSIC Inc                                            -0.139684
MENTOR GRAPHICS CORP                                  -0.139684
MERCURY INTERACTIVE CORP                              -0.139684
MERCURY PAYMENT SYSTEMS, INC.                         -0.139684
MERCURY SYSTEMS INC                                   -0.139684
MERGE HEALTHCARE INC                                  -0.139684
MeridianLink, Inc.                                    -0.139684
MERIX CORP                                            -0.139684
Merlin Labs, Inc.                                     -0.139684
Merlin, Inc.                                          -0.139684
MERU NETWORKS INC                                     -0.139684
Meta Platforms, Inc.                                  -0.139684
METALINK LTD                                          -0.139684
METHODE ELECTRONICS INC                               -0.139684
mF International Ltd                                  -0.139684
MICREL INC                                            -0.139684
MICRO FOCUS INTERNATIONAL PLC                         -0.139684
MICROCHIP TECHNOLOGY INC                              -0.139684
MICROCOM INC                                          -0.139684
MICRON TECHNOLOGY INC                                 -0.139684
MICROPAC INDUSTRIES INC                               -0.139684
MICROS SYSTEMS INC                                    -0.139684
MICROSEMI CORP                                        -0.139684
MICROSOFT CORP                                        -0.139684
MICROVISION, INC.                                     -0.139684
MICROWAVE TRANSMISSION SYSTEMS INC                    -0.139684
MIDWAY GAMES INC                                      -0.139684
Mimecast Ltd                                          -0.139684
MIND TECHNOLOGY, INC                                  -0.139684
MindForge Inc.                                        -0.139684
MIPS TECHNOLOGIES INC                                 -0.139684
MISSION CRITICAL SOFTWARE INC                         -0.139684
MITEK SYSTEMS INC                                     -0.139684
MITEL NETWORKS CORP                                   -0.139684
Mitesco, Inc.                                         -0.139684
MiX Telematics Ltd                                    -0.139684
MNB TECHNOLOGIES INC                                  -0.139684
MOAI TECHNOLOGIES INC                                 -0.139684
MOBILEIRON, INC.                                      -0.139684
MobileSmith, Inc.                                     -0.139684
MobilityPay Holdings, Inc.                            -0.139684
MOBITV, INC.                                          -0.139684
MOBIX LABS, INC                                       -0.139684
MODEL N, INC.                                         -0.139684
MODERN HOLDINGS Inc                                   -0.139684
MOJO ENTERTAINMENT INC                                -0.139684
MOLEX INC                                             -0.139684
MongoDB, Inc.                                         -0.139684
MONOLITHIC POWER SYSTEMS, INC.                        -0.139684
MONSTER PRODUCTS, INC.                                -0.139684
MOSAIX INC                                            -0.139684
MOTIVE INC                                            -0.139684
Motive Technologies, Inc.                             -0.139684
Motorola Solutions, Inc.                              -0.139684
MPC CORP                                              -0.139684
MPHASE TECHNOLOGIES, INC.                             -0.139684
MPSI SYSTEMS INC                                      -0.139684
MRV COMMUNICATIONS INC                                -0.139684
MSC SOFTWARE CORP                                     -0.139684
MTC TECHNOLOGIES INC                                  -0.139684
MTM Technologies, Inc.                                -0.139684
MTX INTERNATIONAL INC                                 -0.139684
MULESOFT, INC                                         -0.139684
MULTI FINELINE ELECTRONIX INC                         -0.139684
MULTIMEDIA PLATFORMS INC.                             -0.139684
MYPOINTS COM INC                                      -0.139684
N-able, Inc.                                          -0.139684
Nano Labs Ltd                                         -0.139684
NanoFlex Power Corp                                   -0.139684
NANOSYS, INC.                                         -0.139684
NAPCO SECURITY TECHNOLOGIES, INC                      -0.139684
NAPSTER INC                                           -0.139684
NATIONAL INSTRUMENTS CORP                             -0.139684
NATIONAL SEMICONDUCTOR CORP                           -0.139684
Navan, Inc.                                           -0.139684
Navitas Semiconductor Corp                            -0.139684
NAVTECH INC                                           -0.139684
Nayax Ltd.                                            -0.139684
NCI, Inc.                                             -0.139684
nCino, Inc.                                           -0.139684
NCR Atleos Corp                                       -0.139684
NCR Voyix Corp                                        -0.139684
NEC CORP                                              -0.139684
NEOMAGIC CORP                                         -0.139684
NEOMEDIA TECHNOLOGIES INC                             -0.139684
NEON SYSTEMS INC                                      -0.139684
Neonode Inc.                                          -0.139684
NEOPHOTONICS CORP                                     -0.139684
NESS TECHNOLOGIES INC                                 -0.139684
NetApp, Inc.                                          -0.139684
NETCOMMERCE INC                                       -0.139684
NetEase, Inc.                                         -0.139684
NETGEAR, INC.                                         -0.139684
NETIQ CORP                                            -0.139684
NETLIST INC                                           -0.139684
NETLOGIC MICROSYSTEMS INC                             -0.139684
NETSCAPE COMMUNICATIONS CORP                          -0.139684
NETSCOUT SYSTEMS INC                                  -0.139684
Netskope Inc                                          -0.139684
NETSOL TECHNOLOGIES INC                               -0.139684
NETSTAR INC                                           -0.139684
NETSUITE INC                                          -0.139684
NETWORK CONNECTION INC                                -0.139684
NETWORK SYSTEMS CORP                                  -0.139684
NETWORTH INC                                          -0.139684
NETZERO INC                                           -0.139684
Neutron Holdings, Inc.                                -0.139684
NEW DIMENSION SOFTWARE LTD                            -0.139684
NEW RELIC, INC.                                       -0.139684
NEXAR TECHNOLOGIES INC                                -0.139684
NEXGEN INC                                            -0.139684
NEXSAN CORP                                           -0.139684
NEXT LEVEL COMMUNICATIONS INC                         -0.139684
NEXTGEN HEALTHCARE, INC.                              -0.139684
NEXTNAV INC.                                          -0.139684
